,episode,speaker,lines
50,Live in San Francisco!,Davenport," Your former captain, I should say. You’ve all been off my payroll for some time, but I hope you still have some fondness for me, ‘cause I’ve got kind of a big ask for you today. I’ve fallen into a spot of trouble. See, I’ve run up some debts with some unsavory characters all across the Sword Coast, and they’ve come to collect. I’m a bit low on liquid assets at the moment, which, as you can imagine, they’re not terribly pleased about. Fortunately, I’ve found a way to take care of the situation. No, Taako, it doesn’t involve killing all of them in a huge and fiery explosion. I’ve found a way to pay them back and then some."
51,Live in San Francisco!,"During my many travels on the waters of this wonderful world, I’ve found a sunken ship [Travis gasps] that’s chock full of treasure for the taking.",
52,Live in San Francisco!,Clint, Harrrrr!
53,Live in San Francisco!,Davenport," Unfortunately, I wasn’t able to recover it on my own. I sail by myself most of the time, and—"
54,Live in San Francisco!,"[Audience laughter, followed by Griffin’s laughter. Unsure of context.]",
55,Live in San Francisco!,Davenport," And though my yacht is a capable vessel, hoisting wreckage is a bit above my considerable capabilities. [Justin Yesss.] So I’m writing in the hopes that you’ll be willing to sail with me, back out to the wreckage—"
56,Live in San Francisco!,All Three, No.
57,Live in San Francisco!,Travis, Fuck off!
58,Live in San Francisco!,Griffin," Thanks for coming, everybody! Thanks to the Warfield."
59,Live in San Francisco!,Clint," Thanks everybody! We love you, San Francisco! [blows kisses]"
60,Live in San Francisco!,Davenport," I hope you’ll be willing to sail with me back out to the wreckage and recover it as a team, for old times’ sake."
61,Live in San Francisco!,Travis, And money?
62,Live in San Francisco!,Davenport, Once I pay back my—
63,Live in San Francisco!,Travis," We’re not talking, I just— [crosstalk] it’s just a letter. And money?!"
64,Live in San Francisco!,Griffin," It’s actually a magic letter. Like, uh, Harry Potter magic letters?"
65,Live in San Francisco!,Travis, Uh-huh?
66,Live in San Francisco!,Davenport," Once I pay back my debtors, you’re welcome to split the remainder. It should be enough, uh, more than enough for each of you to buy your own boats, if you wish. I cannot recommend it enough. There are few investments in this life that are wiser than buying a big, big boat. "
67,Live in San Francisco!,[laughter],
68,Live in San Francisco!,Davenport," I’ll be casting off from the docks at Westbreak in three days. I sincerely hope you all will be aboard when I do. Your friend, Davenport."
69,Live in San Francisco!,Travis, [singing] I’m already there!
70,Live in San Francisco!,Taako," Ok, I know what he said, but hear me out, I have another plan. We find all the pirates that he owes money to, and we kill them all in a fiery explosion. Now hear me out."
71,Live in San Francisco!,Magnus," Oh! Now. [Merle What does—] If I may. And this isn’t usually Magnus’s thing, but... maybe there’s a voice in my head called Travis. I don’t know, random name. We wait until all the pirates are together to collect the money."
72,Live in San Francisco!,Taako, Yes?
73,Live in San Francisco!,Magnus," And then we kill all of them, keep the money."
74,Live in San Francisco!,Justin, I say we let him go.
75,Live in San Francisco!,Griffin," If y’all want, I can press control-A and delete everything in this document."
76,Live in San Francisco!,Justin," No, no, no, let’s do it."
77,Live in San Francisco!,Travis," I just recently did a game with Chris Perkins, and there was a part where they were walking to the next thing—"
78,Live in San Francisco!,Griffin," Oh, so sorry, I fuckin’ get it, I’m not Chris Perkins."
79,Live in San Francisco!,Travis," And he said— Well, I just said Chris Perkins was a real pro— and he said as they were walking, like, “So, what do you do as you walk there?” and I was like “What? What do you mean? No, you’re just there.”"
80,Live in San Francisco!,Justin, We’re just there.
81,Live in San Francisco!,Griffin," You all arrive at the Westbreak Docks at the appointed time and find a lively scene waiting for you. Despite the fact that most of the docks aren’t in operation— many lie shattered, you assume, from the Hunger’s attack nearly one year ago. [mutters into microphone] Spoilers for TAZ Balance. "
82,Live in San Francisco!,"[normal voice] A dozen small fishing vessels are preparing to depart on their daily trips into the nearby reefs. Amidst the hubbub of these preparations, you spot one another near the central dock. I don’t know how often you three actually meet up these days. What is this—",
83,Live in San Francisco!,Justin, Every other month.
84,Live in San Francisco!,Griffin, Wow.
85,Live in San Francisco!,Justin, Approximately.
86,Live in San Francisco!,Clint," Yeah. Yeah, we get together, play a little euchre."
87,Live in San Francisco!,[pause],
88,Live in San Francisco!,Griffin, Don’t you need—
89,Live in San Francisco!,Travis," Fantasy euchre, don’t worry."
90,Live in San Francisco!,Clint," Fantasy euchre, yeah."
91,Live in San Francisco!,Griffin, Who’s your fourth?
92,Live in San Francisco!,Clint," The fourth is, uh..."
93,Live in San Francisco!,Travis, Rotates.
94,Live in San Francisco!,Griffin, You could name literally any character right now and get a cheer from the audience.
95,Live in San Francisco!,Clint, Garyl!
96,Live in San Francisco!,[audience cheers],
97,Live in San Francisco!,Justin," No. Absolutely not. Don’t applaud that, that doesn’t make sense."
98,Live in San Francisco!,Griffin, [softly] You all have to set a higher bar for us. We can’t just...  say the names of characters. Or else that’s—
99,Live in San Francisco!,Travis, Maybe it’s the Flaming Raging Poisoning Sword of Doom!
100,Live in San Francisco!,Griffin, Stop.
101,Live in San Francisco!,[audience cheers],
102,Live in San Francisco!,Justin, Maybe it’s the Millenium Falcon! [Griffin laughs] Maybe. Just. It’s something else.
103,Live in San Francisco!,Travis, Aubrey shows up and plays with us.
104,Live in San Francisco!,Griffin, You—
105,Live in San Francisco!,Travis, It’s all one universe!
106,Live in San Francisco!,Griffin, I’m stopping this right now. You hear a loud “ahoy!” come from—
107,Live in San Francisco!,Magnus, Ahoy!
108,Live in San Francisco!,Griffin, ...Come from the docks in front of you.
109,Live in San Francisco!,Justin," Travis gave us a speech literally thirty seconds before we came on, which was, and I quote, “let’s try to make sure Griffin can get through his introduction.”"
110,Live in San Francisco!,Clint, “Let’s not interrupt him.”
111,Live in San Francisco!,Travis, But then I got to be a pirate!
112,Live in San Francisco!,Justin," Then it got to be too much. He’s just bloviating bullshit. Let’s just let the little kid talk, and then we’ll do some other junk."
113,Live in San Francisco!,Griffin," No, I’m loving it. I have barely anything prepared if… "
114,Live in San Francisco!,Justin," Okay, fine."
115,Live in San Francisco!,Griffin," You hear a loud “ahoy!” come from the docks in front of you, from the largest and nicest ship in the harbor. It’s a long vessel with a solid wood construction, painted a glistening pearl color. Two ruby red sails at the center and stern of the ship are raised, though you see some imposing figure on the ship beginning the process of untying their bindings, preparing to raise the anchor. It’s a beautiful boat. Through, uh— Towards the rear of the ship, you notice some patches of unpainted wood covering up some considerable damage, with scorch marks barely peeking out from behind them."
116,Live in San Francisco!,Justin, Can I roll a history check to see if I recognize the symbols on the boat?
117,Live in San Francisco!,Griffin, ...Sure.
118,Live in San Francisco!,Justin," It’s an eighteen, plus five. So I made ‘em up, pretty much."
119,Live in San Francisco!,Griffin," Uh, the symbols on the boat— there’s just one. "
120,Live in San Francisco!,Justin, Okay.
121,Live in San Francisco!,Griffin," It’s a name, painted out n the side. "
122,Live in San Francisco!,Clint, Garyl!
123,Live in San Francisco!,Travis, And is he able to read it?
124,Live in San Francisco!,Griffin," He is, it says “The Wavesmasher.”"
125,Live in San Francisco!,Justin, Mm. Very good. Very good.
126,Live in San Francisco!,Griffin," You take it that Daven— With that roll, you assume Davenport has sort of adopted a certain naming convention for… "
127,Live in San Francisco!,Justin, Yeah.
128,Live in San Francisco!,Griffin, All ships.
129,Live in San Francisco!,Justin," You know what’s funny, in my head? I had the words “Wavehumper” in there."
130,Live in San Francisco!,Griffin, Yeah.
131,Live in San Francisco!,Travis," Oh, I like yours better."
132,Live in San Francisco!,Griffin," Oh, I’m sorry, I misread."
133,Live in San Francisco!,Justin, Did you?
134,Live in San Francisco!,Griffin," Yeah, ‘cause of the font— let me increase the font size. It says Wavehumper."
135,Live in San Francisco!,Justin," Okay, good. I thought it might say Wavehumper."
136,Live in San Francisco!,Griffin," And bounding down the gangplank, you see Davenport. At least, you presume it’s Davenport. A year at sea has changed his aesthetic dramatically. He’s got long, unkempt gray hair now, gathered in two sections in bearded tails. And peeking out from behind that hair, you see an impressive salt-and-pepper goatee. Your once neat-and-tidy captain has become a bit of a sea dog in the year since you last saw him."
137,Live in San Francisco!,Travis," Now, does he look more like Dad, or Captain Ron?"
138,Live in San Francisco!,Griffin, Captain Ron.
139,Live in San Francisco!,Travis, Okay.
140,Live in San Francisco!,Justin, Thank you-u-u.
141,Live in San Francisco!,Griffin," And he yells as he approaches you,"
142,Live in San Francisco!,Davenport, I knew I could count on you three! How the hell are ya?
143,Live in San Francisco!,Magnus, Pretty fuckin’ good!
144,Live in San Francisco!,Taako," Uh, we’re very well. Uh, h— Th— It sounds like things are not going great with you though, my man."
145,Live in San Francisco!,Davenport," Oh yeah, the debts are so… much of them. And… "
146,Live in San Francisco!,Taako, Yeah.
147,Live in San Francisco!,Davenport," It’s gonna be great, though, when I don’t have the debts anymore, [crosstalk] because of the adventure, that we’re gonna do."
148,Live in San Francisco!,Taako, [crosstalk] Yeah.
149,Live in San Francisco!,Magnus," [crosstalk] Oh yeah. Yeah, yeah, yeah, yeah."
150,Live in San Francisco!,Taako," How come you didn’t parley your world-saving success, and fame and fortune?"
151,Live in San Francisco!,Davenport, Spent it.
152,Live in San Francisco!,Taako, [skeptically] Spent it.
153,Live in San Francisco!,Magnus, Ah. You spent your credentials on— you spent your reputation?
154,Live in San Francisco!,Merle, We got paid?
155,Live in San Francisco!,Magnus, No. Not as such.
156,Live in San Francisco!,Justin, Just the licensing.
157,Live in San Francisco!,Clint," Oh, right."
158,Live in San Francisco!,Travis, And merch!
159,Live in San Francisco!,Griffin," Davenport says,"
160,Live in San Francisco!,Davenport," It’s just gonna be us, I think. Lucretia responded, and said she’s finishing up Neverwinter for a big reopening ceremony. She offered to send some money instead, which was… awfully nice of her. Barry and Lup didn’t respond at all, which, honestly, I don’t really know what I was expecting there."
161,Live in San Francisco!,Griffin," Another figure comes down the gangplank from Davenport’s ship. She’s an orc wearing a black duster over a white linen shirt and ratty brown pants, with an eyepatch over one of her scarred-up eyes. She’s large enough to carry what appears to be a moderately-sized ship’s cannon strapped to her back. On her hip is a long cutlass in a plain black scabbard. She approaches your party and she says,"
162,Live in San Francisco!,Swashbuckler," Wind’s finally in our favor, and—"
163,Live in San Francisco!,Magnus, Ahoy!
164,Live in San Francisco!,Swashbuckler, Ahoy.
165,Live in San Francisco!,Merle, Harrr!
166,Live in San Francisco!,Griffin," She says,"
167,Live in San Francisco!,Swashbuckler," Sorry, what am I thinking. Ahoy. Ahoy."
168,Live in San Francisco!,[crosstalk of “ahoy”],
169,Live in San Francisco!,Taako, Ahoy!
170,Live in San Francisco!,Swashbuckler," Wind’s finally in our favor, captain, we should set sail before we lose our window."
171,Live in San Francisco!,Griffin, And then she give you all each one more round of the ‘goodbye’ ahoy.
172,Live in San Francisco!,Justin, Sure.
173,Live in San Francisco!,Travis, Bahoy.
174,Live in San Francisco!,Griffin, Bahoy.
175,Live in San Francisco!,Justin," You know, pirates have 37 words for ‘ahoy.’"
176,Live in San Francisco!,Griffin, And she—
177,Live in San Francisco!,Travis, But no word for money!
178,Live in San Francisco!,Justin, Think about it.
179,Live in San Francisco!,Travis, Mm.
180,Live in San Francisco!,Griffin, And she walks back onto the ship. And Davenport says—
181,Live in San Francisco!,Magnus, Who was that?!
182,Live in San Francisco!,Davenport, That’s Orla. She’s a local merc that offered to come along for the journey.
183,Live in San Francisco!,Taako," Sorry, Or—"
184,Live in San Francisco!,Griffin, I’m just watching pieces of cosplay just falling.
185,Live in San Francisco!,Travis, It’s really fucking hot!
186,Live in San Francisco!,Griffin, That’s true.
187,Live in San Francisco!,Clint, It is hotter than hell over here.
188,Live in San Francisco!,Travis, Fuck!
189,Live in San Francisco!,Justin, It’s like an after-party at GenCon in here.
190,Live in San Francisco!,Griffin," He says,"
191,Live in San Francisco!,Davenport, She’s a local merc that offered to come along for the journey. I hired her in case the rest of you didn’t actually show up—
192,Live in San Francisco!,Magnus," [offended] Oh, cool."
193,Live in San Francisco!,Davenport, Which I don’t really think you can blame me for.
194,Live in San Francisco!,Taako, Fair.
195,Live in San Francisco!,Davenport," You all ready to head out? We’ll be gone for a couple of days, and convenience stores are hard to come by on the open ocean."
196,Live in San Francisco!,Travis," Um, I assume with vehicle proficiency, I know a lot about boats?"
197,Live in San Francisco!,Clint, What’s the left side called?
198,Live in San Francisco!,Travis, That’s the…? Port.
199,Live in San Francisco!,Justin, Port.
200,Live in San Francisco!,Griffin, You helped him.
201,Live in San Francisco!,Travis, I know aft—
202,Live in San Francisco!,Clint, This is not Password!
203,Live in San Francisco!,Travis," I know aft and stern, port and starboard."
204,Live in San Francisco!,Griffin," After a full day of relatively, and literal, smooth sailing, night falls, and Davenport summons your party below decks for a nice meal he’s prepared. He removes the lid off a steaming pot of seafood stew, which he delivers to each of you around the dining table in the galley, alongside a hunk of day-old, but still relatively tasty, bread."
205,Live in San Francisco!,Travis, Magnus is already talking about how the sea has changed him… 
206,Live in San Francisco!,Griffin, Sure.
207,Live in San Francisco!,Justin, Yeah.
208,Live in San Francisco!,Travis," How his time out here and, oh, the open ocean can really get to someone— You know like, a lot of that."
209,Live in San Francisco!,Griffin," Ocean friendship bracelets, which is sort of a new concept he’s developed."
210,Live in San Francisco!,Travis," Yeah! A lot of ‘oh I’ve really found myself, you know I thought I knew what it meant to be Magnus, but here—’ A lot of that? And it’s all horseshit."
211,Live in San Francisco!,Griffin," Sure. Over dinner, Davenport says, "
212,Live in San Francisco!,Davenport," So uh, how’s life post interdimensional adventures treating each of you?"
213,Live in San Francisco!,Merle," Gahh, the kids are a pain in the ass."
214,Live in San Francisco!,Griffin, Woah!
215,Live in San Francisco!,Justin, Woah!
216,Live in San Francisco!,Clint," That was not a character voice, that was me talking about you guys!"
217,Live in San Francisco!,Justin, Charming.
218,Live in San Francisco!,Travis, Happy Father’s Day Weekend!
219,Live in San Francisco!,Clint, That’s why I can do it!
220,Live in San Francisco!,Justin, Charming.
221,Live in San Francisco!,Magnus," Uh, going good, I’m thinking of opening a dog training school. Haven’t yet, canonically, but I’m thinking about it."
222,Live in San Francisco!,Davenport," There a lot of money in that, ya think?"
223,Live in San Francisco!,Magnus," Nooo, I’m planning on losing a lot of money that I hope to make on this voyage!"
224,Live in San Francisco!,Griffin," He says,"
225,Live in San Francisco!,Davenport," Well I’m glad you’ve found something to keep you busy, Magnus. I’ve been struggling with that myself, if I’m being honest. I tried to find more sort of, stuff I could help out with, but, uh… it’s just been me and the sea for a while, which is kind of how I… like it. I kind of know that I’m playing the back nine as it were, I’m a little too old to start over somewhere, so finding some new life to lead just doesn’t sound good to me right now. Y’all aren’t having trouble readjusting now that we’re sort of settling in?"
226,Live in San Francisco!,Magnus, [unsure] ...No?
227,Live in San Francisco!,Davenport, Oh. Just me then. Alright.
228,Live in San Francisco!,Clint, Awhh.
229,Live in San Francisco!,Magnus, Hey… 
230,Live in San Francisco!,Taako," You know, uh… "
231,Live in San Francisco!,Clint, Davenport. [Justin sighs exasperatedly] I thought you’d forgotten!
232,Live in San Francisco!,Taako," Some people take a while to find their thing, you know? Like, find their stride? Like, uh… the guy who wrote Moby Dick! That took him forever! Lot of words in that one. And that’s the kind of thing that maybe you’re just in the middle of your… dick, and you don’t— it’ll take a while to find your stride, maybe. Maybe piracy was the wrong path and this is the universe’s way of telling you “Hey, go ashore”."
233,Live in San Francisco!,Magnus, Become a land pirate!
234,Live in San Francisco!,Taako, A land pirate! 
235,Live in San Francisco!,Magnus, Not enough of those!
236,Live in San Francisco!,Merle, Open up a bait shop!
237,Live in San Francisco!,Davenport," [sarcastically] Yeah, that sounds fulfilling. "
238,Live in San Francisco!,Justin," There’s somebody who owns a bait shop in here like, “Awh. Actually, I have a lot of good conversations with fish people.” "
239,Live in San Francisco!,Griffin," Uh, Orla, who’s dining with you, speaks up, and she says,"
240,Live in San Francisco!,Orla," You know, I, uh, found my life on the sea too, Davenport. I lost my home, it was destroyed when I was just a child, and I found a new home on the ocean. That feeling when you lookout on the horizon, and there’s nothing but endless water in every direction, that’s- that can be home too. Don’t listen to these three clowns who are telling you to open a bait shop somewhere!"
241,Live in San Francisco!,Magnus," To be fair, only one of us said bait shop. "
242,Live in San Francisco!,Merle, And it was me. 
243,Live in San Francisco!,Justin, Who? Clint McElroy on this boat? Amazing!
244,Live in San Francisco!,Travis, Clint McElroy is a custodian on a completely different planet!
245,Live in San Francisco!,Griffin," Uh, Davenport kinda shakes himself and puts on a smile and he says,"
246,Live in San Francisco!,Davenport," Alright, well we should arrive at the wreckage at sunrise. You all should get some sleep, we’ve got a big day ahead of us."
247,Live in San Francisco!,Travis, Magnus does. Right there at the table.
248,Live in San Francisco!,Griffin," You retire from the galley to the sleeping quarters except for Magnus, who just instantly falls asleep at the table."
249,Live in San Francisco!,Clint, And we drag his ass to his hammock.
250,Live in San Francisco!,Travis," Nope, no, he’s too heavy for that! He’s sleeping at the table. "
251,Live in San Francisco!,Griffin," Taako and Merle, you find with this—"
252,Live in San Francisco!,Justin, Taako wakes up in the middle of the night. And he goes to Davenport’s cabin. 
253,Live in San Francisco!,Griffin, Okay. 
254,Live in San Francisco!,Taako," Hey, listen… bad news. I think I’ve got scurvy. I’m not sure what the signs of scurvy are. But I’ve been out here for what feels like 13 fuckin’ years, and I’m— how would I know if I have scurvy?"
255,Live in San Francisco!,Davenport," Well, what’s your symptoms, pal?"
256,Live in San Francisco!,Taako, ...Bored? Salt taste? 
257,Live in San Francisco!,Davenport, Salt taste.
258,Live in San Francisco!,Taako," Salt, there’s like a salty taste all the time? So I’m bored and salt taste, and some mild nausea. "
259,Live in San Francisco!,Davenport, Can I— show me those chompers… You’re good.
260,Live in San Francisco!,Taako, Really?
261,Live in San Francisco!,Davenport, Yeah.
262,Live in San Francisco!,Taako, You can tell from the teeth! 
263,Live in San Francisco!,Clint, From the teeth!
264,Live in San Francisco!,Taako," Like a veterinarian! I never— so there’s the answer, I guess. Well, thanks anyway, sorry to wake ya."
265,Live in San Francisco!,Davenport," No problem, I—"
266,Live in San Francisco!,Taako," Do you have any limes, though? As long as I’m here I hate to go back empty-handed. Or empty-citrus."
267,Live in San Francisco!,Davenport, I got a grapefruit.
268,Live in San Francisco!,Justin, Did you roll to see if you had a grapefruit?
269,Live in San Francisco!,Griffin, He has a grapefruit. 
270,Live in San Francisco!,Taako, I actually don’t love grapefruit. 
271,Live in San Francisco!,Magnus," You gotta put some salt— wait, no, this is Travis,"
272,Live in San Francisco!,Travis, 
273,Live in San Francisco!,You gotta put some salt on there—,
274,Live in San Francisco!,Griffin, Magnus is just there. He’s just been standing in the door the whole time.
275,Live in San Francisco!,Magnus, Yo! Scurvy?
276,Live in San Francisco!,Taako," Okay, sorry to wake you, I’ll take the grapefruit and try to muscle up the courage to take a nibble. Maybe it’s a “juice in case of emergency” situation, I’ll just keep it on a shelf."
277,Live in San Francisco!,Griffin," It’s the following morning. You all awaken in the different rooms you slept in, for some reason, and head above deck, and see the sight described by Orla the previous evening. There’s no land in sight, just infinite ocean in every direction."
278,Live in San Francisco!,Travis, Magnus loses it.
279,Live in San Francisco!,Griffin, Uh-oh. I thought Magnus was a sailor boy.
280,Live in San Francisco!,Travis, But then he’s okay.
281,Live in San Francisco!,Justin, What a rich bit that was. 
282,Live in San Francisco!,Clint," Ah, how’s this, Merle starts to puke. "
283,Live in San Francisco!,Griffin, Okay.
284,Live in San Francisco!,Clint, Yeah.
285,Live in San Francisco!,Griffin," There is one point of interest that breaks up this vista of endless ocean, though. Directly in front of your ship, you see a few planks of wood stitched together to form a makeshift raft. Slumped over it, and clinging to the side of this piece of wreckage, you see a hooded figure with its head down, seemingly passed out cold. What do you do?"
286,Live in San Francisco!,Magnus, Ahoy!
287,Live in San Francisco!,Taako, Ahoy.
288,Live in San Francisco!,Merle, [while retching] Ahoy.
289,Live in San Francisco!,Justin," Uh, I’m gonna roll a— how far away are we?"
290,Live in San Francisco!,Griffin, You’re a good fifty feet away. It does not respond to your “ahoy”s. 
291,Live in San Francisco!,Justin," Pfft. Asshole. You know what, I’m gonna do a perception check to see if I sense anything else there, and see if I can pick up any other details. And we are looking at a… 19. "
292,Live in San Francisco!,Griffin," With a 19, your eagle elven eyes peer into the distance, and you get a better look at the shape of this figure slumped over the raft, and you see that its hand is a skeletal hand, and that it is moving a little bit."
293,Live in San Francisco!,Justin, Oh. My. God.
294,Live in San Francisco!,Travis, Well here’s the bad news. Magnus has already leapt over the side to go save this person.
295,Live in San Francisco!,Griffin, Okay. 
296,Live in San Francisco!,Travis, So I am going to execute a perfect dive. 
297,Live in San Francisco!,Clint," No, you’re not."
298,Live in San Francisco!,Travis, Well… is that athletics? Is athletics swimming? 
299,Live in San Francisco!,Griffin, Yes. 
300,Live in San Francisco!,Travis, That’s a 19. 
301,Live in San Francisco!,Griffin," Uh, good dive, dude."
302,Live in San Francisco!,Clint, Was it a ‘phoon? Did you do a ‘phoon? 
303,Live in San Francisco!,Travis," No, it was a sick-ass dive—"
304,Live in San Francisco!,Griffin, A single drop of water just “bloop”! And you swim over to the raft?
305,Live in San Francisco!,Travis, I leap out of the water like a dolphin and land upon the raft. 
306,Live in San Francisco!,Griffin," Alright, you dolphin-swim through the water, and leap up on the raft as Davenport’s ship continues at speed towards it. And, what do you do, you’re at the raft. "
307,Live in San Francisco!,Magnus, Hello friend! 
308,Live in San Francisco!,Griffin," It, uh, looks up at you, the shape does, and it is, in fact, totally a skeleton with a bright gold tooth."
309,Live in San Francisco!,Magnus, I’ve met skeletons before!
310,Live in San Francisco!,Griffin, It slashes at you with a dagger at its waist. 
311,Live in San Francisco!,Magnus," I get it, I know you’re a little stressed out right now, my man! Stuck out here on a raft while we could be [unintelligible] skeletal friends! "
312,Live in San Francisco!,Griffin, That’s a 24 versus AC. 
313,Live in San Francisco!,Travis, Eff. 
314,Live in San Francisco!,Magnus," Ow! Listen, I get it, you’re mad. I’ve changed a lot in the last year. "
315,Live in San Francisco!,Griffin, It buries a crooked knife in your shoulder for 14 points of damage. 
316,Live in San Francisco!,Justin, Damn.
317,Live in San Francisco!,Travis," That’s nothing. I don’t know— I know we probably should roll initiative, but I’m just going to— it’s half— like, it’s a Jack kind of situation, right, like “I’ll never let go,” it’s off the raft, in the water, right? It’s like, clinging to the side of the raft?"
318,Live in San Francisco!,Griffin, Yeah.
319,Live in San Francisco!,Travis, I’m gonna punt it. 
320,Live in San Francisco!,Griffin, Okay. 
321,Live in San Francisco!,"[Sound of dice rolling, someone sucks air in through their teeth]",
322,Live in San Francisco!,Justin, No you’re not.
323,Live in San Francisco!,Travis," Well, it’s a 13?"
324,Live in San Francisco!,Griffin, No. It grabs your ankle in midair and slashes it—
325,Live in San Francisco!,Travis, No!
326,Live in San Francisco!,Justin," Just let it happen, it’s— do it for the vine. Do it for the vine."
327,Live in San Francisco!,Griffin," It only rolled a 13 on its attack at you, so you don’t have to—"
328,Live in San Francisco!,Travis," Okay, so it missed."
329,Live in San Francisco!,Griffin, Yes. 
330,Live in San Francisco!,Travis, [mumbled] At least I probably have something. 
331,Live in San Francisco!,Justin," It’s good to let the vines happen sometimes, Travis."
332,Live in San Francisco!,Travis," Yeah, I know."
333,Live in San Francisco!,Justin, It can be better for the drama to—
334,Live in San Francisco!,Griffin," This raft that you’re standing on, uh, it explodes, knocking you backwards, up into the air, and then down into the ocean. And Merle and Taako, you see from behind you, on the deck of Davenport’s ship, you see Orla, holding her ship’s cannon, with smoke coming out the end."
335,Live in San Francisco!,Justin," Nice! Woah, write it down everybody, we finally got saved by a competent woman. "
336,Live in San Francisco!,Griffin," Uh, and Davenport walks out of the captain’s quarters and and throws you a life, uh… ring. What are those… life preserver, as he floats by and fishes Magnus back up into—"
337,Live in San Francisco!,Magnus, It was a skellington! 
338,Live in San Francisco!,Griffin," He says,"
339,Live in San Francisco!,Davenport, Yeah.
340,Live in San Francisco!,Clint, Were we supposed to— I thought it was somebody we knew. Was it somebody we—
341,Live in San Francisco!,Justin, Not everything’s a callback.
342,Live in San Francisco!,Griffin, Not every character’s gonna be a callback.
343,Live in San Francisco!,Clint," Okay, alright, that’s cool. The gold tooth kinda threw me. "
