,episode,speaker,lines
127,Live in Austin!,Griffin," Okay. Uh, Merle?"
128,Live in Austin!,Clint," Ummmm, this may surprise you, but I got my ass kicked on a regular basis in high school."
129,Live in Austin!,[audience awwws],
130,Live in Austin!,Griffin, Oh no…
131,Live in Austin!,Travis, Don’t— this is imaginary!
132,Live in Austin!,Clint, It was very— Oh!
133,Live in Austin!,Travis, Don’t be sad.
134,Live in Austin!,Griffin," It’s imaginary, yeah."
135,Live in Austin!,Clint," Imaginary? Oh, I was the king of the campus."
136,Live in Austin!,Griffin, Oh no!
137,Live in Austin!,Clint, Yeah!
138,Live in Austin!,Griffin, Now it’s got layers of sadness!
139,Live in Austin!,Clint, I uhhh was president of the—
140,Live in Austin!,Travis, World?
141,Live in Austin!,Clint, Chess club world. And I had a great hot rod.
142,Live in Austin!,[Audience yelps in delight],
143,Live in Austin!,Travis, If you know what I mean…
144,Live in Austin!,Griffin, No! Nope!
145,Live in Austin!,Clint, I’m a grandfather!
146,Live in Austin!,Griffin, Taako. What was Taako like in high school?
147,Live in Austin!,Justin," Ummmm, the coolest? One at the school. I think Taako had a devoted following of people—"
148,Live in Austin!,"[Clint laughs, a few audience members squeal]",
149,Live in Austin!,Justin," Not everybody got him, but the people that did were into it."
150,Live in Austin!,Griffin," So it sounds like we have three A.C. Slaters on our hands maybe, a little bit."
151,Live in Austin!,Justin," No, like, I’m more— I’m more like—"
152,Live in Austin!,Griffin, Zack Morris?
153,Live in Austin!,Travis, Yeah!
154,Live in Austin!,Justin, Like the Decemberists of cool. You know? And Travis is Aerosmith I guess?
155,Live in Austin!,Griffin, All right.
156,Live in Austin!,Travis, Whoa! Don’t you put that on me!
157,Live in Austin!,Justin," This was before The Decemberists were in like, AT&T commercials or whatever. I’m just kiddin’ Decemberists, I love you guys."
158,Live in Austin!,Clint, Who— Who?
159,Live in Austin!,Travis, Are the Decemberists here tonight?
160,Live in Austin!,[Scattered audience members cheer],
161,Live in Austin!,Justin, Yeah they— they said.
162,Live in Austin!,Griffin," Holy shit, that’s a big band!"
163,Live in Austin!,Travis, Don’t woo! Are you the Polyphonic Spree? How many of you are there?!
164,Live in Austin!,Justin, [crosstalk] Did Arcade Fire come out?
165,Live in Austin!,Clint, Who are the Decemberists?
166,Live in Austin!,Travis," Ooh, guhhhh… [crosstalk]"
167,Live in Austin!,Griffin, So— [crosstalk]
168,Live in Austin!,Travis, That one’s not a joke!
169,Live in Austin!,Griffin," So the three of you leave the uh, the dorm room that you share."
170,Live in Austin!,Clint, Aww…
171,Live in Austin!,Griffin," There’s not usually a three-person dorm room, I’m imagining like a Terrace House bedroom situation—"
172,Live in Austin!,[cheering],
173,Live in Austin!,Griffin," You make your way into the dorm’s common room, and it’s quiet in here. First period is about to begin, so most of the students have run off into the classroom building. There’s one student here, though, and he’s sitting on a couch in the middle of the common area with just this big pile of books splayed out in front of him. And he’s reading one of them, he’s drinking this really strong-smelling tea. And as you enter, he turns his bespectacled face towards you and says"
174,Live in Austin!,[Deeper normal Griffin voice]," Hello, sirs."
175,Live in Austin!,"[cheering, laughter]",
176,Live in Austin!,Griffin," Sure enough, you see a high school aged Angus McDonald."
177,Live in Austin!,[more cheering],
178,Live in Austin!,Griffin," And, and he looks—"
179,Live in Austin!,Travis, Super buff!
180,Live in Austin!,Griffin," Yeah, he’s gotten yoked. He’s ripped. He’s like, he looks like he’s undergone like, four or five growth spurts. He’s about your size, Magnus."
181,Live in Austin!,Travis, Get out!
182,Live in Austin!,Griffin," And he says,"
183,Live in Austin!,Angus, You should get a move on. You all are gonna be late for class.
184,Live in Austin!,Travis, Nerd!
185,Live in Austin!,Taako," Angus, what’s uhhh, going on?"
186,Live in Austin!,Angus," What do you mean, sir?"
187,Live in Austin!,Taako," Okay, lemme ask that in a different que— way, uh. Do you think anything weird’s going on?"
188,Live in Austin!,Angus," Uh, you three are running late for class. I don’t—"
189,Live in Austin!,Taako," Alright, thanks, Ango, that’ll do it!"
190,Live in Austin!,Angus," No, tell me, what’s— lemme help you out, what’s the situation? You seem out of sorts."
191,Live in Austin!,Travis," I don’t like this smooth jazz Angus. [imitating voice] Hey, you tell me, what’s wrong?"
192,Live in Austin!,Angus, This is just my voice—
193,Live in Austin!,Justin/Travis, I’m listening.
194,Live in Austin!,Angus, I hit puberty [pronounced poo-ber-dee] and it just happened.
195,Live in Austin!,Magnus," Wait, you hit what?"
196,Live in Austin!,Merle, It’s pronounced poo-BEHR-tee.
197,Live in Austin!,Angus," Sorry. What’s going on, tell me, you seem—"
198,Live in Austin!,Travis," Griffin, I would like to do a strength check to try to take his book away and hold it over his head."
199,Live in Austin!,Griffin, All right. This will be a strength contest.
200,Live in Austin!,Travis, That’s nothing. Why are these new dice so bad?
201,Live in Austin!,Griffin, I got a 25. He’s like— [Griffin gestures]
202,Live in Austin!,Clint," Well, he only rolled a 4, so you’ll—"
203,Live in Austin!,Travis," Yeah I got a 8— 9— to be fair, I got a 12."
204,Live in Austin!,Clint, Give him a wedgie!
205,Live in Austin!,Griffin," He dislocates your shoulder when you pull the book away. He says,"
206,Live in Austin!,Angus," What— What’s going on, what’s the matter?"
207,Live in Austin!,Taako, Uhh. Mm.
208,Live in Austin!,Magnus," Well, when last we saw you, you were, uhhh—"
209,Live in Austin!,Merle, A twerp!
210,Live in Austin!,Magnus," Uh, a child?"
211,Live in Austin!,Angus," Okay, I’m… okay."
212,Live in Austin!,Magnus, And we were not.
213,Live in Austin!,Taako," Yeah, we were— we were— we’re grown folk."
214,Live in Austin!,Angus, You’re saying this is some sort of—
215,Live in Austin!,Taako, Exactly.
216,Live in Austin!,Merle, Imbroglio.
217,Live in Austin!,Angus," Well, that sounds like you could be going through any number of things."
218,Live in Austin!,Taako," I mean, probably magic."
219,Live in Austin!,Magnus, Could be a dream?
220,Live in Austin!,Taako, I don’t wanna get too Law & Order here.
221,Live in Austin!,Angus, Have you— have you tried poking through the walls? Maybe it’s just one big illusion?
222,Live in Austin!,Travis, I run at the wall.
223,Live in Austin!,Griffin," It’s a— It’s a hard— It’s a hard, hard wall."
224,Live in Austin!,Magnus, Ow! Not that!
225,Live in Austin!,Angus," You could’ve gone back in time, but did you all—"
226,Live in Austin!,Travis, I try to go forward in time.
227,Live in Austin!,Taako," Well, Ango, if we had gone back in time, you would be younger, or nonexistent. Oh, what a fantasy!"
228,Live in Austin!,Angus," Maybe it’s some sort of parallel dimension? No, that’d be lame. Um… Maybe it could be a dream? But the fact that you all realize something was wrong makes it sound like you’re all in the same dream…"
229,Live in Austin!,Magnus," I didn’t. To be fair, I didn’t. I’m wicked stupid."
230,Live in Austin!,Angus, Okay.
231,Live in Austin!,Justin, Can I just say? The extent to which Angus has bought into this and the speed at which he has bought into this is truly upsetting.
232,Live in Austin!,Griffin," Listen, he’s a—"
233,Live in Austin!,Justin," Like, that is a man whose grasp of reality is like, razor-thin."
234,Live in Austin!,Griffin," He’s an eru— an erudite young man, and he’s quick on his feet who realizes something’s wrong and his entire life in this universe is a lie and a dream. Maybe."
235,Live in Austin!,Justin," Yeah, he’s like, ready to ride it out"
236,Live in Austin!,Travis, It’s possible we’re just all on Salvia.
237,Live in Austin!,[Long pause],
238,Live in Austin!,Griffin," You’ve ruined the Act III twist… He says,"
239,Live in Austin!,Angus, Why don’t you let me look into this.
240,Live in Austin!,Griffin, And he piles up a few books off the table.
241,Live in Austin!,Angus, You should really get to class though. Do you know where you’re going?
242,Live in Austin!,Travis," Oh god, this is my dream all over again!"
243,Live in Austin!,Clint, Do we have pants on?
244,Live in Austin!,Griffin," He says,"
245,Live in Austin!,Angus," Hey, Brody , can you show ‘em the way?"
246,Live in Austin!,Travis, Who?
247,Live in Austin!,Griffin," Uh, and in the corner— I just heard 12 people in the audience go [disgusted] ‘Brody?’ I’m allowed to do new characters, it doesn’t have to all be fuckin’ callbacks. In the corner you see a young man who, surprisingly you haven’t noticed until now. He’s wearing a bright red T-shirt underneath a bright green nylon jacket with bright blue sleeves. He’s wearing sunglass—"
248,Live in Austin!,[mixed audience reaction of horror and disgust],
249,Live in Austin!,"What was that reaction? He’s wearing sunglasses even though he’s been indoors this entire time, and when Angus mentions his name, he puts down this enormous fucking Stone of Farspeech. Uh, and he sets it down on the table next to him. And—",
250,Live in Austin!,Travis," [crosstalk] Oh, I see."
251,Live in Austin!,Griffin," He tucks it into the pocket of his faded jeans, and this isn’t Barry. Barry’s not the only one that gets to wear blue jeans in this universe. And he skateboards up to you guys from like, six feet away."
252,Live in Austin!,Justin, [gagging noises]
253,Live in Austin!,Griffin," And he says uh,"
254,Live in Austin!,Brody," [nasally nerdbro voice] What’s up Tres Horny Boys? You guys ready for another day of boring old school? Ughhckk, homework, riiiight?"
255,Live in Austin!,Magnus," Brody, I’m— I’m gonna stop you right there for just one second, if I could talk to Taako just for a second."
256,Live in Austin!,Justin," Uh, you’re gonna have to talk loud cuz the moment Brody came a-runnin, Taako was like repulsed backwards. Like, like a thirty-foot radius forcefield around Brody,"
257,Live in Austin!,Taako, Noooooooope!
258,Live in Austin!,Magnus," Is it just me, or is this dude the coolest?"
259,Live in Austin!,Merle, [singsong] It’s just youuuuuu.
260,Live in Austin!,Magnus, Fair enough!
261,Live in Austin!,Griffin, He does a kickflip standing still—
262,Live in Austin!,Magnus, Whooooooooaaaaaa!!
263,Live in Austin!,Griffin," He says,"
264,Live in Austin!,Brody," Come on, I’ll show you around the classroom building, or as I call it, the cellblock, riiight?"
265,Live in Austin!,Magnus, Whooooooooooooooooaaaaaa!!!
266,Live in Austin!,Justin," Audience, please don’t encourage Brody. "
267,Live in Austin!,[cheering],
268,Live in Austin!,Brody," Brody really needed that, thanks!"
269,Live in Austin!,Griffin, So Brody skates you down the long hallways of the classroom building.
270,Live in Austin!,Travis," Are we like, jogging behind him to keep up? Like [exhausted panting]"
271,Live in Austin!,Griffin," He’s a courteous, uh, skater. He’s going—"
272,Live in Austin!,Clint, He’s going serpentine so we can stay up with him.
273,Live in Austin!,Griffin, He’s going at more of a canter. And the classroom building halls are lined with these windows offering you more spectacular views of the campus outside. But the halls are fairly empty. First period has started and so most of the students here are already tucked away in the various classes that you are passing by here on your skateboard tour. There’s calculus and history and music theory and speech & debate and so on. There are adminis— some speech and debate fans out there.
274,Live in Austin!,[audience cheers],
275,Live in Austin!,Griffin," There are some administrative rooms, big teacher’s lounge, student council room, an AV room. And from your dorm you entered onto the third floor of the classroom building, and at the far end of this hall is a bridge leading into the practice building. And every few dozens feet or so are vending machines advertising strange potions with fantastical names like Snapple and Fruitopia."
276,Live in Austin!,Travis," Griffin, can I roll to buy a Snapple?"
277,Live in Austin!,Griffin," You don’t have to roll, do you challenge the Snapple machine?"
278,Live in Austin!,Travis," I do, I wanna shake a Snapple loose, I don’t wanna pay for it. "
279,Live in Austin!,Griffin," Oh, okay. You kind of—"
280,Live in Austin!,Travis," Oh, you know what, I’m gonna Fonzie punch it. [crosstalk]"
281,Live in Austin!,Griffin," [crosstalk] Yeah, of course, look at you."
282,Live in Austin!,Travis, I’m gonna Fonz it.
283,Live in Austin!,Justin, Of course.
284,Live in Austin!,Griffin," Yeah, of course, look at you."
285,Live in Austin!,Travis, Yeah! That’s a 19!
286,Live in Austin!,Griffin," That’s your roll. Uhh, a Snapple and a Fruitopia fall out."
287,Live in Austin!,Travis, Eyyyyyyyy. I toss the Fruitopia to… Taako.
288,Live in Austin!,Griffin," Oh, hear that Merle?"
289,Live in Austin!,Taako, Hell yeah!
290,Live in Austin!,Merle," No, I’m fine, don’t worry about my ass."
291,Live in Austin!,Griffin, But you have your fuckin gallon of Gatorade over there.
292,Live in Austin!,Clint, This is real!
293,Live in Austin!,Griffin, This is all real to—
294,Live in Austin!,Justin," Someone listening to this episode later just said— ‘Ohhh, he has a big jug of Gatorade. Okay. The thing from earlier makes total sense now!’"
295,Live in Austin!,Travis," Griffin, I slam the Snapple in one."
296,Live in Austin!,[pause],
297,Live in Austin!,Griffin, …Okay.
298,Live in Austin!,Travis," And then I read the cap. What’s the cap say, Griffin?"
299,Live in Austin!,Griffin, The cap of the Snapple?
300,Live in Austin!,Travis, Yeah.
301,Live in Austin!,Griffin," Says uh, this was poi— this was poisoned."
302,Live in Austin!,Clint," Did you know that if you turn the tab around on a can of soda, it’s a straw holder?"
303,Live in Austin!,Griffin," Whoooa, it says that on the Snapple? "
304,Live in Austin!,Travis, They’re advertising for soda.
305,Live in Austin!,Griffin, [crosstalk] For canned beverages now.
306,Live in Austin!,Travis, What a cross promotion.
307,Live in Austin!,Justin," Their slogan for years has been, “You’re wasting your time with Snapple!”"
308,Live in Austin!,Travis," “What’re you doing, there’s soda out there!”"
309,Live in Austin!,Griffin, Brody points down a hallway and says
310,Live in Austin!,Brody," Your guys’ classes, or should I say your ppprrriiison cellllllllllllls."
311,Live in Austin!,Taako," All right, Brody."
312,Live in Austin!,Brody," Should be down here. Try not to let— Try not to let ‘em keep ya down, all right?"
313,Live in Austin!,Magnus," It’s not Gattaca, Brody, come on!"
314,Live in Austin!,Brody," Later, skaterrrrrrrrrrrrrrrrrrrrrrs."
315,Live in Austin!,Griffin, And then he pivots on his board and he skates down the stairwell and just grinds out of sight.
316,Live in Austin!,Magnus," Taako, I’ve turned on Brody."
317,Live in Austin!,Merle, Can we kill him later?
318,Live in Austin!,Magnus," Yes, we can!"
319,Live in Austin!,Griffin, Aww riiii—
320,Live in Austin!,Travis, He’s definitely the Big Bad. Don’t you worry.
321,Live in Austin!,Griffin," You’re walking down the hallway toward this row of classes at the end, and as you approach, you smell something coming from the bathrooms. Cigarettes."
322,Live in Austin!,Travis, Marijua—
323,Live in Austin!,Clint, Whaaat?
324,Live in Austin!,[audience boos],
325,Live in Austin!,Griffin, And out of the bath— booooo. And out of the bathrooms walks three ruffians of varying sizes. Their hair is greased back and they’re wearing matching leather jackets emblazoned with a hammerhead. Marvey—
326,Live in Austin!,[cheering],
327,Live in Austin!,Griffin," It’s Marvey, Jerreeeeee, and Little Jerry."
328,Live in Austin!,Justin, Noooo!
329,Live in Austin!,[more cheering],
330,Live in Austin!,Travis," Griffin, did you say the name of the school was Fanservice High?"
331,Live in Austin!,Griffin," Listen, it’s front-loaded."
332,Live in Austin!,Justin," [through laughter] Also, for all those Marvey and Jerreeeeee fans out there, they’re [laughing wheeze] back!"
333,Live in Austin!,Griffin," And Marvey— Marvey says,"
334,Live in Austin!,Marvey, Well look who we got here—
335,Live in Austin!,Travis, I punch him. [rolls dice] 20! Nat 20!
336,Live in Austin!,[cheering],
337,Live in Austin!,Clint, Crit nat 20. [crosstalk]
338,Live in Austin!,Travis, [crosstalk] YEAH!
339,Live in Austin!,[continued cheering],
340,Live in Austin!,Griffin," Alright, roll damage."
341,Live in Austin!,Travis, I don’t know what my unarmed is—
342,Live in Austin!,Griffin," It’s uh, one d4 plus your strength. It’s not a big hit, but it’s a—"
343,Live in Austin!,Travis," Wait, do I have Phantom Fist?"
344,Live in Austin!,Griffin," No. Oh, and yeah you guys don’t have any of your, your stuff."
345,Live in Austin!,Travis," Oh, no, one d4."
346,Live in Austin!,Justin," But I do have the Umbrastaff, right?"
347,Live in Austin!,Griffin, No.
348,Live in Austin!,Justin," Can somebody come take the Umbrastaff, please?"
349,Live in Austin!,Travis, Three… plus…
350,Live in Austin!,Justin," I’m just kidd— I’m just kidding, I’m go—"
351,Live in Austin!,Travis," Uh… three plus four, so seven."
352,Live in Austin!,Griffin, Okay. Marvey then says a few—
353,Live in Austin!,Travis," Oh, wait. Hold on. It was a crit 20."
354,Live in Austin!,Griffin," Oh yeah, you roll double damage."
355,Live in Austin!,Travis," That’s another four, so that’s uh, is uh… fifteen."
356,Live in Austin!,[brief pause],
357,Live in Austin!,Griffin, WHAT THE FUCK?
358,Live in Austin!,Travis, Double damage is four and three plus four plus four.
359,Live in Austin!,Griffin, [indignant] I DIDN’T GIVE MARVEY HP!
360,Live in Austin!,[laughter],
361,Live in Austin!,Griffin, I GUESS I—
362,Live in Austin!,Travis, I’M LATE FOR CLASS!
363,Live in Austin!,Justin, Yeah..
364,Live in Austin!,Travis, I DON’T HAVE TIME FOR BANTER! 
365,Live in Austin!,Griffin," Alright you– he says,"
366,Live in Austin!,Marvey," Tryin’ to get to class, little fishie? No problem as long as you pick—"
367,Live in Austin!,"[Griffin mimes getting punched in the face, audience laughter]",
368,Live in Austin!,Griffin," Uh, little Jerry says,"
369,Live in Austin!,Little Jerry, Hey! Come on! 
370,Live in Austin!,Griffin," Uh, and, I think Little Jerry and Jerreeeeee are going to attack you I guess. Now we’re just having an impromptu hall fight!"
371,Live in Austin!,"[laughter, then cheers]",
372,Live in Austin!,Justin," Uh, I, okay, before anybody can do anything, I quickly reach into my bag of components and cast ‘fold my arms and chill.’"
373,Live in Austin!,[laughter while audience cheers],
374,Live in Austin!,Justin, [laughing] Cuz dumb-dumb here decided to start a fight.
375,Live in Austin!,Travis," Now, I know how this works. First day you’ve gotta punch the biggest person you see."
376,Live in Austin!,Griffin, I guess. That was a 12 and an 18 versus A.C.
377,Live in Austin!,Travis," Uh… well— wh— no, no both of those miss."
378,Live in Austin!,Griffin, Okay. You fight off Jerreeeeee and Little Jerry...
379,Live in Austin!,[crosstalk],
380,Live in Austin!,Travis, I punch them back!
381,Live in Austin!,Griffin, Oh my god.
382,Live in Austin!,[audience laughter],
383,Live in Austin!,Travis, [shouting] 20! Critical hiiiiit!
384,Live in Austin!,Clint, God!
385,Live in Austin!,[audience cheering],
386,Live in Austin!,[indistinguishable],
387,Live in Austin!,Griffin, [weary] … Okay.
388,Live in Austin!,Travis, That’s a four and a two so six plus eight. 14.
389,Live in Austin!,[crosstalk],
390,Live in Austin!,Griffin, Who— who was that for?
391,Live in Austin!,Travis," Uh, Little Jerry."
392,Live in Austin!,Griffin, [laughing] Alright.
393,Live in Austin!,[audience laughter and check ],
394,Live in Austin!,Clint, Thank god you didn’t save this for the end of the— 
395,Live in Austin!,[cross talk],
396,Live in Austin!,Griffin," Yeah, I know. Okay, Little Jerry is down on the ground now with Marvey and uh, you see them kinda scramble to their feet, and get ready to launch a counterattack but you hear footsteps coming down the hallway. Uh, and you hear someone clear their throat and when you look to the source of the interjection you see a dark-haired man wearing black and gray robes and he has a large silver medallion around his neck. Uh, and he walks towards you and the Hammerhead gang sorta rights themselves and they fix their hair and they say in unison"
397,Live in Austin!,Hammerheads," Good morning, Principal Hawthorne!"
398,Live in Austin!,Griffin, Uh and he says
399,Live in Austin!,Principal Hawthorne, [slowly] You boys weren’t fighting were you?
400,Live in Austin!,Magnus," No, sir! [crosstalk]"
401,Live in Austin!,Principal Hawthorne, [crosstalk] You do know– You know the consequences of fighting at Neverwinter High.
402,Live in Austin!,Magnus, Death.
403,Live in Austin!,Merle," Hit him, hit him, Magnus!"
404,Live in Austin!,Magnus, Nope!
405,Live in Austin!,Merle," Hit, Mr Hawthorne!"
406,Live in Austin!,Magnus, I respect authority. I am lawful good.
407,Live in Austin!,[Audience laughter],
408,Live in Austin!,Griffin, He kind of— [crosstalk]
409,Live in Austin!,Clint, [crosstalk] My ass.
410,Live in Austin!,Griffin," He kind of surveys the scene and sees which side of this, uh, fight has more bloody noses, and he points to the Hammerheads and he says,"
411,Live in Austin!,Principal Hawthorne, You three get to class. 
412,Live in Austin!,Griffin," And they scamper off and he looks at you three and he says,"
413,Live in Austin!,Principal Hawthorne," You three, tell me—"
