,episode,speaker,lines
60,Candlenights in Tacoma Live Show,of the traps and the fights ,
61,Candlenights in Tacoma Live Show,that awaited them all,
62,Candlenights in Tacoma Live Show,on this cold Candlenights.”,
63,Candlenights in Tacoma Live Show,{0,0333} [Poem Background Music ends]
64,Candlenights in Tacoma Live Show,Travis," Griffin, I didn’t have a pen, could you repeat that?"
65,Candlenights in Tacoma Live Show,Griffin," So the three of you are standing before the entrance to Icekeep, a frozen, subterranean dungeon past the hills surrounding New Phandalin. The call-to-arms put out by the village’s mayor attracted countless parties who sought to silence the voice in this dungeon-- a voice the three of you hear loud and clear calling from the depths. But none of those parties ever returned."
66,Candlenights in Tacoma Live Show,Travis, [goofy voice] Come on into my dungeon. [audience laughs] Is that what it sounds like?
67,Candlenights in Tacoma Live Show,Justin, No.
68,Candlenights in Tacoma Live Show,Griffin, No it sounds like–
69,Candlenights in Tacoma Live Show,Justin," I like to party with my peeps, cruise ‘n creep, playing Three-Card Monty in these crazy streets. [audience laughs]"
70,Candlenights in Tacoma Live Show,Travis, Way too many of you are like “I get it!”
71,Candlenights in Tacoma Live Show,Clint," Yeah, how do you know what that is?"
72,Candlenights in Tacoma Live Show,Justin, You’re monsters.
73,Candlenights in Tacoma Live Show,Griffin," Justin has made us watch the intro to The Pest, the horrible movie, like 70 times today. In your trademark hubris the three of you assume that you might have better luck at silencing this voice. And it’s like a crying voice, like a deep like [Griffin sobs in a deep voice] but it’s super loud and maybe scary. The entrance is built into the side of a massive glacier a hundred yards or so ahead of you, but you can barely see it through the massive snowstorm that’s been covering the land for weeks now. However, there are other shapes in the snow that stand before you and the entrance, shapes that you can not quite make out through the storm. Everybody roll a perception check for me."
74,Candlenights in Tacoma Live Show,Justin," My die is flashing. [audience cheers] That means– hey folks, if you cheer for every 20 I roll tonight, that will probably be the last one. I can see everything, Griffin. I can see individual snowflake shapes!"
75,Candlenights in Tacoma Live Show,Griffin," Uh, Taako, you can clearly see–"
76,Candlenights in Tacoma Live Show,Travis, [interrupting] I got a 16.
77,Candlenights in Tacoma Live Show,Griffin, Taako sees it the best. 
78,Candlenights in Tacoma Live Show,Clint, I got a 2. [audience cheers]
79,Candlenights in Tacoma Live Show,Griffin," There’s very cold, weird rain falling from the sky. Um, Taako, you can clearly– and Magnus, but Taako the best– you can clearly make out what these shapes in the snow are. You see razor-sharp icicles jutting out of the ground, stabbing 10 feet upward into the sky, turning the snowfield in front of you between you and the entrance to Icekeep into something of a grisly scene because impaled on a number of these icicles are skeletons, nearly frozen in the storm, their rotted adventuring gear still hing off their lifeless forms."
80,Candlenights in Tacoma Live Show,Travis," Here’s what I want you to picture we all see that, and I just sloooowly reach to my belt and turn it to “ice”."
81,Candlenights in Tacoma Live Show,Griffin, Yeah. [beat as the audience laughs] Shit. I didn’t even think about…
82,Candlenights in Tacoma Live Show,Clint, And so do I.
83,Candlenights in Tacoma Live Show,Griffin," You don’t have a magic immunity belt. Uh, OK, Magnus will take half damage on ice attacks. Fuck. Uh, so that is the situation. There is a field of sharp icicles jutting out 10 feet into the sky between you and the entrance to this glacier that you really still can’t quite see."
84,Candlenights in Tacoma Live Show,Magnus, Let’s go!
85,Candlenights in Tacoma Live Show,Griffin, What do you do?
86,Candlenights in Tacoma Live Show,Travis," Magnus rushes in. [audience cheers] I mean I– Can I tell you at this point, I, a more mature, adult Travis don’t want to rush in, but I’ve painted myself into a corner, fictionally speaking."
87,Candlenights in Tacoma Live Show,Griffin," [crosstalk] Yeah, sure, sure, sure. Roll a dexterity saving throw for me."
88,Candlenights in Tacoma Live Show,Travis," [groans] That’s an 11… Plus two, though! So 13– Wait, saving throw? Yeah, that’s plus two, so that’s a 13."
89,Candlenights in Tacoma Live Show,Griffin," Yeah, an icicle, as you take your first step into this snowfield, shoots out of the snow and jabs you right through the shoulder and you take… 22, or 11, points of ice damage."
90,Candlenights in Tacoma Live Show,Travis," I don’t have a pen, so I’ll just remember–"
91,Candlenights in Tacoma Live Show,Griffin," No. Do we have a pen backstage Sam, or– [at this point, someone in the audience throws a pen onto the stage] oh, OK! "
92,Candlenights in Tacoma Live Show,Clint, Oh god! 
93,Candlenights in Tacoma Live Show,Griffin," Nobody else! OK, I wanna say, I wanna say, I wanna say– This is an important PSA never throw things at people while they’re performing on a stage. But that was the best fucking pen throw, it landed perfectly on the table."
94,Candlenights in Tacoma Live Show,Travis," You did crit that– Stand up, who threw that? "
95,Candlenights in Tacoma Live Show,Clint, Security! Security!
96,Candlenights in Tacoma Live Show,Justin, [crosstalk] I feel bad.
97,Candlenights in Tacoma Live Show,Travis, [crosstalk] I’m impressed!
98,Candlenights in Tacoma Live Show,Griffin," Get them out of here, they threw something at performers on a stage! "
99,Candlenights in Tacoma Live Show,Travis, OK. 
100,Candlenights in Tacoma Live Show,Griffin, Alright.
101,Candlenights in Tacoma Live Show,Justin," Nah, they’re cool. It’s fine."
102,Candlenights in Tacoma Live Show,Griffin," They’re cool, it’s fine. That was a joke. "
103,Candlenights in Tacoma Live Show,Justin, But was it? No more throwing things.
104,Candlenights in Tacoma Live Show,Griffin," Oh and hey, security, where were you all on that one? I kind of expected a sort of–"
105,Candlenights in Tacoma Live Show,Travis," I mean, it turned out fine, but–"
106,Candlenights in Tacoma Live Show,Griffin, A clear and present danger.
107,Candlenights in Tacoma Live Show,Justin," Yeah, I want to see bodies flying and [slow-motion deep voice] “Noooooo”"
108,Candlenights in Tacoma Live Show,Griffin," OK, Magnus, you are impaled."
109,Candlenights in Tacoma Live Show,Magnus, Owwww.
110,Candlenights in Tacoma Live Show,Justin, By a pen! 
111,Candlenights in Tacoma Live Show,[Griffin laughing],
112,Candlenights in Tacoma Live Show,Magnus,"  Alright, everybody, this– Apparently there’s icicles and they’re mad."
113,Candlenights in Tacoma Live Show,Clint, Now is he stuck there?
114,Candlenights in Tacoma Live Show,Griffin," Uh, I mean you could probably break it off."
115,Candlenights in Tacoma Live Show,Justin," So when he hit it, icicles fell down?"
116,Candlenights in Tacoma Live Show,Griffin, Came up from the snow.
117,Candlenights in Tacoma Live Show,Justin," Oh cool, it’s like a trap!"
118,Candlenights in Tacoma Live Show,Griffin, Yeah.
119,Candlenights in Tacoma Live Show,Justin, Yeah. Cool.
120,Candlenights in Tacoma Live Show,Travis," Wait, so the only thing we have to do to avoid this trap is turn around and leave."
121,Candlenights in Tacoma Live Show,Griffin, Would be a short show. These people waited a long time.
122,Candlenights in Tacoma Live Show,Travis, I’m waiting for one of the other two of you to do something.
123,Candlenights in Tacoma Live Show,Justin," Yeah, I’m just gonna, uh, use a little item I call the Hole Thrower and throw a hole into it."
124,Candlenights in Tacoma Live Show,Griffin, Into what?
125,Candlenights in Tacoma Live Show,Justin," The ice. There’s like a– you can’t get past, right? The way you described it–"
126,Candlenights in Tacoma Live Show,Griffin, Nononono. Let me– I’ve failed.
127,Candlenights in Tacoma Live Show,Justin," Weave your tapestry again, sorcerer."
128,Candlenights in Tacoma Live Show,Griffin," There is a large field of snow, and there’s icicles coming up out of it. It’s not forming a barrier or anything, you can get past. It’s just, Magnus took one step into it and an icicle-"
129,Candlenights in Tacoma Live Show,Justin," Oh, sh–"
130,Candlenights in Tacoma Live Show,Travis," And when it impaled my shoulder, am I lifted off the ground? Am I kind of dangling?"
131,Candlenights in Tacoma Live Show,Griffin," No, you’re burly enough that it doesn’t quite, uh, raise you up. "
132,Candlenights in Tacoma Live Show,Travis, OK so I’m still on my feet and it’s through the back and Taako’s like “So what’s going on? What happens?”
133,Candlenights in Tacoma Live Show,Justin," Um, OK, I’m gonna cast– How far is it? Is there an entrance?"
134,Candlenights in Tacoma Live Show,Griffin," About 100 yards. Yeah, you can see, there’s a door, you can barely make it out in the side of this glacier 100 yards ahead of you."
135,Candlenights in Tacoma Live Show,Justin, I am going to... cast... a spell…
136,Candlenights in Tacoma Live Show,Clint, Called...?
137,Candlenights in Tacoma Live Show,Justin, Called… Continual Flame. I’m gonna cast Continual Flame on the tip of the Umbra Staff.
138,Candlenights in Tacoma Live Show,Griffin, Shit.
139,Candlenights in Tacoma Live Show,Justin," And I’m going– So that will make it into a flame except it creates no heat and doesn’t use oxygen. [audience laughs] OK, so I do that, I make a thing that looks like a fire, and then I– and then I’m like “This gives me an idea!” Stupid. I cast Investiture of Flame."
140,Candlenights in Tacoma Live Show,Griffin, Invest in some flame.
141,Candlenights in Tacoma Live Show,Justin," Flames surround me in a 30-foot radius for the spell’s duration. That’s really powerful to traverse a dumb trap, isn’t it?"
142,Candlenights in Tacoma Live Show,{0,1104}
143,Candlenights in Tacoma Live Show,Griffin," No, I like it. ‘Cause we’ve been on it for about 30 minutes now."
144,Candlenights in Tacoma Live Show,Justin," OK, so I cast Investiture of Flame, there’s a 30-foot radius– um I–"
145,Candlenights in Tacoma Live Show,Griffin, How’re your boys doin’? Are your boys–?
146,Candlenights in Tacoma Live Show,Justin," No, they’re in my bubble!"
147,Candlenights in Tacoma Live Show,Griffin, OK.
148,Candlenights in Tacoma Live Show,Justin," And, um–"
149,Candlenights in Tacoma Live Show,Griffin," I think Magnus, roll a dexterity saving throw to get in his bubble because I think–"
150,Candlenights in Tacoma Live Show,Justin," No, I have spell shaping, so I would shape it around him."
151,Candlenights in Tacoma Live Show,Travis, I got a 15.
152,Candlenights in Tacoma Live Show,Griffin," OK, you’re fine. [exasperated] You don’t have spell shaping anymore, I don’t know how many times I have to tell you–"
153,Candlenights in Tacoma Live Show,Justin, I do have spell shaping.
154,Candlenights in Tacoma Live Show,Griffin," When you– God, OK, when you specced as a transmutation wizard, you don’t have spell shaping, that’s an evocation wizard thing. Come on! Alright, so anyway–"
155,Candlenights in Tacoma Live Show,Travis, Who can say for sure when this story takes place?
156,Candlenights in Tacoma Live Show,Griffin, A whir– Do you guys wanna be level 1? [Travis No…] A whirlwind of flames surrounds Taako and the other two and reveals some dead grass below your feet as the snow melts away and it catches some of the–
157,Candlenights in Tacoma Live Show,Justin, Any loose change?
158,Candlenights in Tacoma Live Show,Griffin," Uh, yeah, there’s probably some che that’s fallen out of–"
159,Candlenights in Tacoma Live Show,Justin, How much exactly in gold?
160,Candlenights in Tacoma Live Show,Griffin," Not much, like 7 gold."
161,Candlenights in Tacoma Live Show,Justin, Count ‘em.
162,Candlenights in Tacoma Live Show,Travis, Nice. That’ll get you a sandwich and a hot cocoa.
163,Candlenights in Tacoma Live Show,Griffin," But as soon as it touches these icicles they also melt away, so you are protected from any more icicles. You’ve solved my icicle puzzle. "
164,Candlenights in Tacoma Live Show,Travis," Thank you. I can’t finish if you don’t say it. Finish the puzzle. You monsters. OK, so we sprint towards the entrance."
165,Candlenights in Tacoma Live Show,Griffin," As you approach the entrance, the snowstorm picks up, and I’m assuming the spell has died down by now, and you’re not just going to be surrounded by flame for the whole episode. The snowstorm picks up and it’s biting at your face with these chilling winds"
166,Candlenights in Tacoma Live Show,Travis, Brrrr.
167,Candlenights in Tacoma Live Show,Griffin, And you’re standing before the doors leading into this glacier and they are massive 20 foot high double doors carved from oak. And they’re surrounded by this enormous 1 foot deep metal archway covered in runes and emblems resembling snowflakes that just wraps around the whole double door. Everybody make a perception check again.
168,Candlenights in Tacoma Live Show,Travis, I got an 18.
169,Candlenights in Tacoma Live Show,J2ustin, Got a 5 on that one.
170,Candlenights in Tacoma Live Show,Travis, 19 total. 
171,Candlenights in Tacoma Live Show,Clint," TWO! [audience laughs] I swear to god, it’s a 2. "
172,Candlenights in Tacoma Live Show,Travis, Why would you lie about that?
173,Candlenights in Tacoma Live Show,Clint, I don’t know.
174,Candlenights in Tacoma Live Show,Justin, If it’s a 1?
175,Candlenights in Tacoma Live Show,Clint, To lean into the mythology a little bit. 
176,Candlenights in Tacoma Live Show,Griffin," Magnus, you can’t quite make it out exactly, but you can see faintly, just barely, through the storm, a figure on top of this metal archway surrounding the door, like 20 feet up, and it seems like they’re tinkering with something up there, and thanks to the snow they haven’t– despite the fact that you just wreathed yourself in flame– they haven’t seen you yet."
177,Candlenights in Tacoma Live Show,Magnus, Hey!
178,Candlenights in Tacoma Live Show,Griffin, You yell “hey” and you hear a loud click from the top of the archway.
179,Candlenights in Tacoma Live Show,Magnus, What are you doing?
180,Candlenights in Tacoma Live Show,Griffin, And–
181,Candlenights in Tacoma Live Show,Magnus, Are you picking a lock?
182,Candlenights in Tacoma Live Show,Griffin, And then–
183,Candlenights in Tacoma Live Show,Magnus," Because we want to go in, too! We can hear a voice, can you hear a voice?"
184,Candlenights in Tacoma Live Show,Merle, Are you an elf?
185,Candlenights in Tacoma Live Show,Travis," You can’t see THEM, too!"
186,Candlenights in Tacoma Live Show,Clint," I can’t? Oh yeah, right."
187,Candlenights in Tacoma Live Show,        Merle, Who are you talking to?
188,Candlenights in Tacoma Live Show,        Magnus," Shut up, Merle!"
189,Candlenights in Tacoma Live Show,Justin," OK, that’s what neither of your characters sound like. These people paid a lot of money to see– to come see us, so if you could."
190,Candlenights in Tacoma Live Show,        Magnus, [in a deep Magnus Voice] Hey!
191,Candlenights in Tacoma Live Show,Clint," Oh, god, we’re on that again."
192,Candlenights in Tacoma Live Show,Griffin, Uh–
193,Candlenights in Tacoma Live Show,Justin," Not again, still on it."
194,Candlenights in Tacoma Live Show,Griffin," Magnus, as you yell “hey”, as you yell that, you hear a startled yelp come from up there and suddenly the figure falls backwards off the arch."
195,Candlenights in Tacoma Live Show,Travis," Oh, no, that was a 2, did not catch him."
196,Candlenights in Tacoma Live Show,Griffin," Tumbling down and down, and it’s stopped in midair by three icicles that shoot upward, impaling and killing them instantly. And you can see this figure now it’s a man, a very large man."
197,Candlenights in Tacoma Live Show,Travis, [high-pitched groaning]
198,Candlenights in Tacoma Live Show,Griffin, A very large man with a bushy white beard and a tummy like a bowl full of jelly. He’s wearing a red suit and hat and–
199,Candlenights in Tacoma Live Show,Clint," [laughing, obviously slightly distressed] You killed Santa!"
200,Candlenights in Tacoma Live Show,Travis," Now hold on, fuck you, is this The Santa Clause?"
201,Candlenights in Tacoma Live Show,Griffin," And he’s carrying a large bag made of canvas and moments after he’s impaled, that suit and hat and bag is all that’s left of him as his body disappears."
202,Candlenights in Tacoma Live Show,Travis," Fuck you, Griffin. [audience cheers as Griffin, Clint, and Justin start laughing] My brother, the monster."
203,Candlenights in Tacoma Live Show,Griffin," His body just disappears leaving the clothes and bag crumpled in a heap at your feet, and on top of this pile, a golden scroll materializes out of the air with the words Read Me scrawled on the side in intricate letters."
204,Candlenights in Tacoma Live Show,Travis, I turn to Merle.
205,Candlenights in Tacoma Live Show,Griffin," Uh, the letter opens up, actually, and a voice reads out loud"
206,Candlenights in Tacoma Live Show,Dead Santa," If you’re reading this, it means that I have died."
207,Candlenights in Tacoma Live Show,Travis, [in deep Santa voice] Completely by accident and nobody’s fault.
208,Candlenights in Tacoma Live Show,Dead Santa," If you’re reading this, it means I have died. Hopefully not by your hands, because that would be very, very naughty. Ho, ho, ho. A little joke!"
209,Candlenights in Tacoma Live Show,Travis," [in deep Santa voice] But I am dead, so like, bummer."
210,Candlenights in Tacoma Live Show,"My name is Santa Claus, and if you’re reading this, then I’ve got news for you, pal"," now your name is Santa Claus. This mantle that I have upheld for decades has been passed down to you, just as it was passed down to me. It’s a very important mantle, my new friend. Santa Claus is responsible for spreading the spirit of Candlenights throughout the land by delivering toys and gifts to all the young people of the world. "
211,Candlenights in Tacoma Live Show,Clint, How big is this fucking scroll?
212,Candlenights in Tacoma Live Show,Griffin, It’s pretty big.
213,Candlenights in Tacoma Live Show,Travis,  [in deep Santa voice] “Turn over”.
214,Candlenights in Tacoma Live Show,Dead Santa," During my time as Santa, I have delivered millions of presents to those innocent souls deserving of them. I might have even delivered some of you– some to you, friend, in your youth. But seeing as how I am now dead as disco, I think it’s time to confess something. For several years now, I have neglected that sacred charge for one child in particular, and I have done so because that child dwells in the Icekeep, a place I am very, very afraid of! Ho, ho ho! When reports reached me about the crying from Icekeep, I knew that my dereliction of duty was the cause, and so I have decided to set right my terrible oversight and deliver a present to this sad and lonely child. But if you’re reading this, I guess I didn’t do a very good job. Ho, ho. I hope my death was quick and painless. "
215,Candlenights in Tacoma Live Show,"It falls to you now, friend, to succeed where I have failed. Don my suit and my holiday Bag of Holding and venture within Icekeep to deliver this fateful Candlenights present. Now, I don’t know what kind of youngster waits for you down there, nor do I have any idea what kind of gift that youngster will desire. The holiday Bag of Holding can produce any gift that its owner desires, so I am hoping you’ll be wise enough to figure it out once you get in there. It’s imperative you don’t abuse this power though. That kinda goes against the reason for the season. Well, that’s it, I guess! Time to get busy living or get busy dying. Looks like I’m stuck doing the latter. Ho, ho, ho.",
216,Candlenights in Tacoma Live Show,Griffin, S.C.
217,Candlenights in Tacoma Live Show,Taako," You know, that was a weirdly specific letter."
218,Candlenights in Tacoma Live Show,Magnus, Wasn’t it? Yeah.
219,Candlenights in Tacoma Live Show,Taako," Is he– Does this mean Santa Claus, every time he leaves the house, is recording a new death note? Like–"
220,Candlenights in Tacoma Live Show,Magnus, “I was just getting some milk.”
221,Candlenights in Tacoma Live Show,Taako," “Heading to Piggly Wiggly now, hope I don’t die! Anyway…”"
222,Candlenights in Tacoma Live Show,Magnus," “About to eat a big plate of chicken wings, hope I don’t choke to death!”"
223,Candlenights in Tacoma Live Show,Clint, Merle casts Raise Dead. [audience cheers]
224,Candlenights in Tacoma Live Show,Griffin," Ah ah ah ah ah, ah ah. There’s no body. I KNEW you were gonna do that, I made the body disappear! [audience cheers louder]"
225,Candlenights in Tacoma Live Show,Travis," You can fuck off, old man!"
226,Candlenights in Tacoma Live Show,Clint, Shit!
227,Candlenights in Tacoma Live Show,Griffin," Always trying to destroy my plots. Also, that spell takes a day to cast. OK–"
228,Candlenights in Tacoma Live Show,Magnus, What else are we doing?
229,Candlenights in Tacoma Live Show,Griffin," There’s a Santa suit, there’s–"
230,Candlenights in Tacoma Live Show,Magnus," I’m not putting it on. I’m not the Santa type, I think that goes to Merle."
231,Candlenights in Tacoma Live Show,Merle, [begrudgingly] I’ll put it on.
232,Candlenights in Tacoma Live Show,Magnus, Well hold on. Taako do you want to–?
233,Candlenights in Tacoma Live Show,Clint, Is Tim Allen here? 
234,Candlenights in Tacoma Live Show,Travis," God, I hope not."
235,Candlenights in Tacoma Live Show,Griffin, [at the same time as Travis] Thankfully no.
236,Candlenights in Tacoma Live Show,Justin, Probably not.
237,Candlenights in Tacoma Live Show,Magnus," Taako, do you want to be Santa?"
238,Candlenights in Tacoma Live Show,Taako, I’m not a bear.
239,Candlenights in Tacoma Live Show,Justin," [as the audience starts cheering] Ah, thank you."
240,Candlenights in Tacoma Live Show,Magnus," Alright, Merle."
241,Candlenights in Tacoma Live Show,Merle," Yeah, I’ll do it."
242,Candlenights in Tacoma Live Show,Griffin," As you put on the Santa suit, Merle, a glowing enchantment surrounds you and this light glows around you brightly, and as it fades you realize that the suit has been tailored to fit you perfectly, and you also notice that your beard is sort of [stammers] a grey, scraggly beard, with probably some twigs and leaves and other–"
243,Candlenights in Tacoma Live Show,Travis," And like, 7."
244,Candlenights in Tacoma Live Show,Griffin," And shit. It’s actually now this huge, bushy white beard that-"
245,Candlenights in Tacoma Live Show,Clint and Travis, A big bushy beard!
246,Candlenights in Tacoma Live Show,Griffin," And it’s a real beard, it’s not just stuck on."
247,Candlenights in Tacoma Live Show,Travis, I pull it.
248,Candlenights in Tacoma Live Show,Griffin, That light–
249,Candlenights in Tacoma Live Show,Travis, I pull it.
250,Candlenights in Tacoma Live Show,Griffin, It hurts.
251,Candlenights in Tacoma Live Show,Merle, OW! I-I’m sorry [Merle voice] OW!
252,Candlenights in Tacoma Live Show,Griffin, Thank you. And then that light–
253,Candlenights in Tacoma Live Show,Travis, I pull it harder.
254,Candlenights in Tacoma Live Show,Merle," Owww, OWW, SHIT!"
255,Candlenights in Tacoma Live Show,Magnus, It’s real!
256,Candlenights in Tacoma Live Show,Justin, Let him weave his tapestry.
257,Candlenights in Tacoma Live Show,Griffin," Uh, yes, and then that light that’s surrounding you, Merle Santa, uh, it shoots out of your body and it surrounds your two friends and when it fades from them, you see their wardrobe has ched too. They’re now wearing these green, kind of silly outfits [Clint starts laughing] with jester’s hats and jingle bells and boots that curl up at the toes. [Clint is absolutely losing his shit]"
258,Candlenights in Tacoma Live Show,Clint," Oh, god, I love these liveshows."
259,Candlenights in Tacoma Live Show,Griffin," And with that, the mechanism that Santa was activating– I didn’t think about this, but Santa? Master thief. Uh, was activating-"
260,Candlenights in Tacoma Live Show,Travis, He does sneak into houses.
261,Candlenights in Tacoma Live Show,Griffin," That’s true. That he was working on at the top of the arch stops whirring, and as it does the double doors into the Icekeep sweep outward, granting you access to a hallway of rough cobblestones leading downward. And after travelling down this hall for several hundred feet, the corridor ends at a sheet of thick ice, which as you approach it, slides upward."
262,Candlenights in Tacoma Live Show,Travis," Wait, I assume there’s tiny bells on our shoes?"
263,Candlenights in Tacoma Live Show,Griffin, Oh absolutely. [Travis starts making little ting noises] So stealth checks are just out of the question.
264,Candlenights in Tacoma Live Show,Travis, OK.
265,Candlenights in Tacoma Live Show,Justin," Uh, OK, we’ve been going for about 20, 25 minutes now, in case anyone was stuck in traffic, let me catch you up We killed Santa, and now my dad is Santa, and we’re elves, and we’re trying to find a little kid in an ice cave to give him a present. That’s pretty much everything."
266,Candlenights in Tacoma Live Show,Griffin," Thank you, Justin."
267,Candlenights in Tacoma Live Show,Justin," And I cast a 6th-level spell, so if I- If you’re keeping track of that."
268,Candlenights in Tacoma Live Show,Griffin," And as you enter the chamber just beyond this sliding ice door, it slides back down cutting off your exit. Bringing us to the second section of the adventure that, I’ll be honest, I thought we were gonna get to just- way faster. You take a moment to survey this new chamber. It’s a cavernous, circular room, the exterior wall of which is made of smooth, thick ice. The floor is made of stone, but you can barely see it through the thick carpet of snow that covers this room up to your ankles. Flanking the central diameter of this room are two snow banks that extend 10 feet and raise all the way up to your waist. "
269,Candlenights in Tacoma Live Show,"As you enter the room, you see something just off to your left"," another one of those sliding ice doors is in the process of closing, and for a moment you see three people behind it. Three aarakocra, to be precise, which is a race of humanoid bird-people. One is burly and carrying an axe with plate armor, one is more slight with two daggers and ragged leather armor, and one is shorter, carrying a staff and wearing a set of black robes. And you see them just for a moment as the door slides shut, you hear th–"
270,Candlenights in Tacoma Live Show,Magnus, Hi!
271,Candlenights in Tacoma Live Show,Griffin, You hear their muffled conversation as they move deeper into the Icekeep. You hear one voice say
272,Candlenights in Tacoma Live Show,Aarakocra 1," Awww, man. Looks like we’ve got company."
273,Candlenights in Tacoma Live Show,And another voice says,
274,Candlenights in Tacoma Live Show,Aarakocra 2," We’d better hurry, we can’t let them get credit for this job."
275,Candlenights in Tacoma Live Show,And a third voice says,
276,Candlenights in Tacoma Live Show,Aarakocra 3," Don’t sweat it, Ray. If they catch up to us, we’ll just kill them, too."
277,Candlenights in Tacoma Live Show,And on the other half of the room that you’re in–,
278,Candlenights in Tacoma Live Show,Travis," I wanted bird friends, but they sound mean."
279,Candlenights in Tacoma Live Show,Justin," Yeah, they just sound mean."
