,episode,speaker,lines
92,Live Boston Stunt Spectacular,Griffin," ‘Cause you fuckin’ cheat all the time. [crowd laughs] All right. So this is gonna be a sidequest, this is not in the current arc that we are currently exploring, and uh, let’s get going. "
93,Live Boston Stunt Spectacular,Griffin," So Merle, Magnus and Taako, you all find yourselves in the bustling metropolis of Neverwinter. It’s early spring, I think this would probably come right after Crystal Kingdom, right before The Eleventh Hour which we’re in right now, so it’s early spring and I guess that means it was just late fall? ‘Cause they just skip winter entirely? Hi, Travis. Oh, thank you for the beverage. [crowd laughs] Um, and you’ve been summoned to Neverwinter by a letter you received a couple of weeks after the whole Crystal Kingdom debacle. And the letter was sent to you by a name that you recognized, but it was one that you hadn’t heard or really thought of in months."
94,Live Boston Stunt Spectacular,Clint," And it starts off, ‘Dear Casey,’..."
95,Live Boston Stunt Spectacular,[Griffin laughs],
96,Live Boston Stunt Spectacular,Justin, Something we can— a reference we can all enjoy.
97,Live Boston Stunt Spectacular,Travis, So topical!
98,Live Boston Stunt Spectacular,Clint, Six or seven got it.
99,Live Boston Stunt Spectacular,Justin," Where my sectagenarians at?!? [crowd cheering, laughing]"
100,Live Boston Stunt Spectacular,Griffin," No, the uh, the letter was actually sent to you by one Jess the Beheader."
101,Live Boston Stunt Spectacular,Justin, Ohhh. [crowd cheers]
102,Live Boston Stunt Spectacular,Griffin," Who you befriended on the— let’s see if Dad can even, do you remember?"
103,Live Boston Stunt Spectacular,Travis, Oh yeah!
104,Live Boston Stunt Spectacular,Clint," Yes, I remember him. He uh, [crowd laughs]"
105,Live Boston Stunt Spectacular,Griffin," No, wrong. Uh, Jess the Beheader wrote you a letter. Oh, that’s fun. And says, "
106,Live Boston Stunt Spectacular,Clint, Couldn’t work out better.
107,Live Boston Stunt Spectacular,Griffin," Great. Oh boy, this is gonna be a long night, folks."
108,Live Boston Stunt Spectacular,Travis," This is top-notch humor. You’re not gonna get this rhyming jokes anywhere else. [Clint chuckles, the crowd laughs]"
109,Live Boston Stunt Spectacular,Griffin, The letter reads
110,Live Boston Stunt Spectacular,Jess," Dear Magnus, Tahcko(sp?),"
111,Live Boston Stunt Spectacular,Griffin," And they put the little spelling symbol, like, maybe they spelled it wrong— they did."
112,Live Boston Stunt Spectacular,Clint, “SP?”
113,Live Boston Stunt Spectacular,Jess," Dear Magnus, Tahcko(sp?), and... the other one. [audience laughter] How are you? I am fine. Wow, it’s nice to catch up like this. So, I need a favor. I need a big favor. You all really kicked ass on that Rockport Limited mystery and I could use your help solving another murder and if you’re feeling generous I could use some help preventing a second murder."
114,Live Boston Stunt Spectacular,Travis, Ehh..
115,Live Boston Stunt Spectacular,Jess, The first murder was Brock Thickstone.
116,Live Boston Stunt Spectacular,Travis, [laughs] It was on a porn set! [all laugh]
117,Live Boston Stunt Spectacular,Jess," The first was Brock Thickstone, my BattleFest partner, who was killed in cold blood after our Supreme Champion qualifiers last week. The second is me. It would be very cool to not get murdered. [audience laughs] Brock was killed in cold blood in the locker room here at Chaos Stadium, which is actually a really nice stadium, despite the name, and despite the fact that somebody was recently murdered here. "
118,Live Boston Stunt Spectacular,[Justin and audience laugh] ,
119,Live Boston Stunt Spectacular,Jess," His body was found holding a bouquet of flowers— he really liked flowers— that he had received just after our match the night of his death. Neverwinter’s justicars discovered the bouquet had been cursed by powerful magics, although, y’know, that stuff is kind of over my head. If you could come figure out who killed my dude, and keep me safe through the Supreme Champion finals, I’d be happy to split the big ol’ prize pool that comes along with the title. Oh, I guess I need a third favor too. I need a new partner in the ring. Magnus—"
120,Live Boston Stunt Spectacular,Travis, Yeaaahh!
121,Live Boston Stunt Spectacular,Jess, —you ever tried your hand at prizefighting? 
122,Live Boston Stunt Spectacular,[the crowd cheers],
123,Live Boston Stunt Spectacular,Travis, Yeaaaahhh!!!!
124,Live Boston Stunt Spectacular,Jess," Best wishes, Jess. "
125,Live Boston Stunt Spectacular,Griffin," And then in parentheses, “the Beheader.”"
126,Live Boston Stunt Spectacular,Travis, I’ll text her back.
127,Live Boston Stunt Spectacular,Griffin, Okay.
128,Live Boston Stunt Spectacular,Clint," Oh, her!"
129,Live Boston Stunt Spectacular,Travis, U GOT IT smiley face… [crowd laughs]
130,Live Boston Stunt Spectacular,Griffin, So…
131,Live Boston Stunt Spectacular,Travis, Thumbs up…
132,Live Boston Stunt Spectacular,Griffin, I guess you would correspond with— 
133,Live Boston Stunt Spectacular,Travis, Monorail. [audience laughs]
134,Live Boston Stunt Spectacular,Griffin," Uh, so the three of you took the first cannonball out of the Bureau of Balance headquarters and made a beeline for the Chaos Stadium, which is nestled in the northern outskirts of Neverwinter’s—"
135,Live Boston Stunt Spectacular,Justin, So they’re okay with us just like using…
136,Live Boston Stunt Spectacular,Griffin, Yeah.
137,Live Boston Stunt Spectacular,Justin," —Company resources like higgledy-piggledy? [audience laugh] Like, if we’re, like, late for a movie,"
138,Live Boston Stunt Spectacular,Taako," Cannonball me, baby!"
139,Live Boston Stunt Spectacular,Griffin," Maybe it’s like that scene in Independence Day where Will Smith steals the helicopter and the guy’s like, “You can’t take the helicopter” and he’s like, “You really wanna shoot ME?” [beat] From Independence Day, you remember that scene? [audience laugh] Uh, I should mention that you shared that cannonball with a special guest, one specifically requested in Jess’s letter. “P.S.”, it reads, "
140,Live Boston Stunt Spectacular,Jess," If you’re still in touch with him— just a thought, but could you bring the boy detective too?"
141,Live Boston Stunt Spectacular,Clint," No, no!"
142,Live Boston Stunt Spectacular,Travis, YAAAAAAY! [audience screams and claps]
143,Live Boston Stunt Spectacular,Clint," No, no!"
144,Live Boston Stunt Spectacular,Travis, Ango!
145,Live Boston Stunt Spectacular,Clint, Come on! I hate the boy detective!
146,Live Boston Stunt Spectacular,Travis, No you don’t.
147,Live Boston Stunt Spectacular,Clint, I hate him!
148,Live Boston Stunt Spectacular,Travis, Noo you don’t.
149,Live Boston Stunt Spectacular,Justin," What is, uh, how is he reacting to the cannonball? [small audience laugh]"
150,Live Boston Stunt Spectacular,Griffin," Uh, he—"
151,Live Boston Stunt Spectacular,Travis," No, do it in character."
152,Live Boston Stunt Spectacular,Griffin, He was a champion.
153,Live Boston Stunt Spectacular,Justin, Of course he was.
154,Live Boston Stunt Spectacular,Travis, Do the voice.
155,Live Boston Stunt Spectacular,Griffin," Uh, well, right, that— we’re in medias res right now, but uh—"
156,Live Boston Stunt Spectacular,Travis," No, I thought we were in Neverwinter. "
157,Live Boston Stunt Spectacular,Griffin," Hey, hey. [audience laugh/groan/clap/boo]"
158,Live Boston Stunt Spectacular,Clint, Vocabulary joke!
159,Live Boston Stunt Spectacular,Travis, I’m drinking it in!
160,Live Boston Stunt Spectacular,Griffin," Uh, but, uh, uh, you do get a hearty,"
161,Live Boston Stunt Spectacular,Angus," Hello, sirs!"
162,Live Boston Stunt Spectacular,[audience screams] ,
163,Live Boston Stunt Spectacular,Griffin," And standing in front of you in front of Chaos Stadium is Angus McDonald, who is a bit winded. The three of you managed to shake him in the busy crowds of the Protector’s Enclave, but he is the world’s greatest detective, so he managed to find you. [audience and Justin laugh]"
164,Live Boston Stunt Spectacular,Angus, Sorry I lost track of you! I looked away for just a second and you were gone! [audience laugh]
165,Live Boston Stunt Spectacular,Clint, If we kill anybody in this story does it hold for the rest of the—
166,Live Boston Stunt Spectacular,Griffin, It would be a paradox.
167,Live Boston Stunt Spectacular,Justin," We’re unkillable, though, right?"
168,Live Boston Stunt Spectacular,Griffin," Essentially, yeah."
169,Live Boston Stunt Spectacular,Justin," Okay, awesome."
170,Live Boston Stunt Spectacular,Travis, YEAH!!!
171,Live Boston Stunt Spectacular,Justin, Should be good. NO REPERCUSSIONS!! [audience laugh]
172,Live Boston Stunt Spectacular,Angus," I’m glad that I managed to find you, I was worried that I was not gonna be included on this adventure."
173,Live Boston Stunt Spectacular,Clint," (under his breath) Oh, shit."
174,Live Boston Stunt Spectacular,Justin, Despite our best fuckin’ efforts.
175,Live Boston Stunt Spectacular,Travis," I wanna point out that Justin did that in Justin voice, not Taako voice, so that’s not canon."
176,Live Boston Stunt Spectacular,Justin, Yeah.
177,Live Boston Stunt Spectacular,Griffin," Yeah, you guys are being really sweet to Angus. Um."
178,Live Boston Stunt Spectacular,Justin, For a change.
179,Live Boston Stunt Spectacular,Griffin, I should also mention that today is Angus’s birthday. [audience cheers]
180,Live Boston Stunt Spectacular,Travis, Awwww.
181,Live Boston Stunt Spectacular,Griffin," Which is probably how you were convinced to bring him along in the first place. You probably, like, tore off that part of the letter and were like ‘I dunno man, [Justin and audience laugh] she didn’t mention you, I’m sorry.’"
182,Live Boston Stunt Spectacular,Travis, I feel like Magnus got him something. Like maybe a carved wooden duck?
183,Live Boston Stunt Spectacular,"Griffin. Okay. [audience laugh] So maybe that’s, like, all you can actually make?",
184,Live Boston Stunt Spectacular,Travis," It might just be what he’s really good at. It’s not like, limited, but he knows his strengths."
185,Live Boston Stunt Spectacular,Justin, Get him a carved wooden stag. That would be—
186,Live Boston Stunt Spectacular,Travis," I give him a carved wooden stag, sure."
187,Live Boston Stunt Spectacular,Justin," [holding back laughter at his own goof] The little girl that got one on Game of Thrones, that worked out good for them. [Audience cries out/laughs/claps] That’s a different fantasy thing.."
188,Live Boston Stunt Spectacular,Griffin," Yeah… uh, so uh, the four of you are standing in front of Chaos Stadium, and the crowd is rambunctious. The, the BattleFest [some yelling from audience] Yeah, okay, a little bit of Foley work from the audience? [slightly more yelling] That was maybe the least rambunctious crowd I’ve ever heard? [audience laugh]"
189,Live Boston Stunt Spectacular,Travis," Yeah. Oh, we didn’t pick a, we didn’t pick a scrivener."
190,Live Boston Stunt Spectacular,Griffin," Oh, that’s right. We’ll be fine."
191,Live Boston Stunt Spectacular,Travis, Okay.
192,Live Boston Stunt Spectacular,Griffin," Last time we did this, we’ve only done one live Adventure Zone by the way so there might be some rough edges—"
193,Live Boston Stunt Spectacular,Clint, That’ll show you how good it was.
194,Live Boston Stunt Spectacular,Justin," Yeah, that was in front of 125 people who, frankly, didn’t seem to wanna be there very much. [audience laugh]"
195,Live Boston Stunt Spectacular,Audience member," [distant, very quiet] You always remember your first time!"
196,Live Boston Stunt Spectacular,Griffin," Yeah, that is true."
197,Live Boston Stunt Spectacular,Travis, It’s not a back and forth kind of thing.
198,Live Boston Stunt Spectacular,Justin," Yeah, it’s kind of a one— [audience cheers and claps]"
199,Live Boston Stunt Spectacular,Clint, It’s D&D but it’s not that interactive.
200,Live Boston Stunt Spectacular,Travis, Yes.
201,Live Boston Stunt Spectacular,Griffin," So, uh, the, the BattleFest Supreme Champion Finals are about to take place, and the scene I’m trying to set is Wrestlemania."
202,Live Boston Stunt Spectacular,Travis, Got it. [audience cheer]
203,Live Boston Stunt Spectacular,Griffin," That’s the picture I want you to lock in your mind. The crowd here is rambunctious, it seems like there’s far too many people here to fit into any one building, and every single person in the crowd seems as rowdy as any ten non-BattleFest-attendees combined. Everywhere you look are cosplayers— "
204,Live Boston Stunt Spectacular,Audience member, [audible] Yeah!
205,Live Boston Stunt Spectacular,Griffin, —dressed up in the spandex regalia of famous fighters. Some of those fighters are featured on those large banners which are draped across the walls of the building.
206,Live Boston Stunt Spectacular,"The building looks like a very old building that has been sort of repurposed for this? Like there are these tall stone columns, it looks very ancient, for lack of a better term. Uh, yeah, and people are cosplaying, there are some signs, so many signs. Jess’s name is all over the place, a third of the signs here say ‘Off with their heads!’ in big block letters, there’s, a few have an image of a crescent moon with the words ‘Unleash the Beast’ on them, some are for a fighter named Queen Sabine, and a few, mostly in the hands of some smaller kids, who are wearing angel wings, are championing a fighter named Jeff Angel [audience and Clint laugh], and then there are signs for like the die-hard BattleFest fans who you’ve probably never heard of before. Although I should ask you— the BattleFest franchise, which is the WWE, essentially, has been around in this world for about a decade or so.",
207,Live Boston Stunt Spectacular,Travis, Uh-huh. 
208,Live Boston Stunt Spectacular,Griffin," Do you guys think your characters have any— are you guys weirdly secret, like, die-hard wrestling fans?"
209,Live Boston Stunt Spectacular,Travis," I think Magnus probably is aware of it, maybe not die-hard, but definitely, like, knows of it."
210,Live Boston Stunt Spectacular,Griffin, Okay.
211,Live Boston Stunt Spectacular,Travis, That’s the least committal answer ever. [audience laughter]
212,Live Boston Stunt Spectacular,Griffin," Yeah, Jesus."
213,Live Boston Stunt Spectacular,Travis," Yeah, ‘I am aware.’"
214,Live Boston Stunt Spectacular,Clint, Merle knows all the wrestlers from thirty years ago.
215,Live Boston Stunt Spectacular,Griffin, Okay. [audience laughter]
216,Live Boston Stunt Spectacular,Travis, Before they went pro.
217,Live Boston Stunt Spectacular,Clint, Yeah.
218,Live Boston Stunt Spectacular,Travis, It was still back-alley wrestling.
219,Live Boston Stunt Spectacular,Clint," Like Dusty Rhodes, the American… well, it wouldn’t be— Rusty Dodes, the American Dream. [audience laugh]"
220,Live Boston Stunt Spectacular,Justin," Which is a shame, because Dusty Rhodes is a much better fantasy wrestler name."
221,Live Boston Stunt Spectacular,Clint," It is, true, yeah."
222,Live Boston Stunt Spectacular,Griffin, What about Taako?
223,Live Boston Stunt Spectacular,Justin," Taako is only familiar with the television show, because ‘Sizzle it Up with Taako,’ his cooking show, was on up against them on basic cable. Basic fantasy, fantasy cable,"
224,Live Boston Stunt Spectacular,Griffin, Which literally means that these two live events were taking place at the same time in different places in the world.
225,Live Boston Stunt Spectacular,Justin, Right.
226,Live Boston Stunt Spectacular,Griffin, Wonderful. [small audience laugh]
227,Live Boston Stunt Spectacular,Justin," ‘Cause television does not exist, you’ve made very clear to me."
228,Live Boston Stunt Spectacular,Griffin," But you make your way through the crowd and into this, this uh, ancient-looking building, you’re whisked inside the stage door by a producer who finds your name on a guest list, and inside you see a familiar face, you see Jess the Beheader. "
229,Live Boston Stunt Spectacular,Magnus, Jess!!
230,Live Boston Stunt Spectacular,Merle, The Beheader!
231,Live Boston Stunt Spectacular,[Griffin and audience laugh],
232,Live Boston Stunt Spectacular,Clint, Middle and last names.
233,Live Boston Stunt Spectacular,Griffin," She says,"
234,Live Boston Stunt Spectacular,Jess," Ey, long time no see! What, whaddya guys been up to since all the train murder stuff?"
235,Live Boston Stunt Spectacular,Magnus, More murder! [he and audience laugh]
236,Live Boston Stunt Spectacular,Merle," Yeah, death, destruction, the usual."
237,Live Boston Stunt Spectacular,Travis, Character voices.
238,Live Boston Stunt Spectacular,Justin, Character fuckin’ VOICES! [audience laugh]
239,Live Boston Stunt Spectacular,Merle," [in his character voice] Death and destruction, the usual!"
240,Live Boston Stunt Spectacular,"[audience laugh, cheer]",
241,Live Boston Stunt Spectacular,Griffin, You—
242,Live Boston Stunt Spectacular,Clint, That’s the one I picked.
243,Live Boston Stunt Spectacular,Jess, You sounded more Scottish last time I saw you. [audience laugh]
244,Live Boston Stunt Spectacular,Merle," [bad Scottish accent] Death an’ destrrrruction, the usual!"
245,Live Boston Stunt Spectacular,Travis, He’s a different actor this time.
246,Live Boston Stunt Spectacular,Jess, You sounded less Scottish. [audience laugh]
247,Live Boston Stunt Spectacular,Griffin," Uh, Jess is accompanied by a human man, uh, named Derek Humanman [Clint laughs] No, uh, she is accompanied by a human man who doesn’t really have the build of a professional fighter. He is wearing a button-up shirt tucked into some nerdy slacks. He’s got a big pair of round glasses on, he’s got a big bushy beard, and an almost perfectly round belly, and I’m reading that now and I realize that made it sound like he’s Santa Claus, but he’s not. [audience laugh]"
248,Live Boston Stunt Spectacular,Clint, Does it shake when he laughs like a bowl full of jelly? 
249,Live Boston Stunt Spectacular,Griffin," [laughs] Uh, no, it doesn’t."
250,Live Boston Stunt Spectacular,Justin," [laughing] Well, that’s how you tell them apart! [audience and boys laugh] "
251,Live Boston Stunt Spectacular,Travis," Wait, wait, wait, wait."
252,Live Boston Stunt Spectacular,Justin," You ever see ‘em fighting and you need to tranq one, [laughter] have ‘em laugh!"
253,Live Boston Stunt Spectacular,Travis, ‘Now YOU laugh.’
254,Live Boston Stunt Spectacular,Justin," ‘Now you laugh! Okay, now you!’ [laughter] ‘He’s the clone!’ [laughter]"
255,Live Boston Stunt Spectacular,Travis," ‘No, watch! It jiggles! Aaaah!’"
256,Live Boston Stunt Spectacular,Justin," ‘No, watch it jiggle!’ s’DOOF [tranquilizer dart sound effect] [all laugh] I’m sorry, first row! [laugh] You will get wet— you may get drenched. Sorry."
257,Live Boston Stunt Spectacular,Audience member, [audible among laughter] Woo!
258,Live Boston Stunt Spectacular,Griffin," Uh, so while you all are catching up with Jess, this guy kinda [throat-clearing noise]"
259,Live Boston Stunt Spectacular,Travis, What was his name? You didn’t say his name.
260,Live Boston Stunt Spectacular,Justin," Just wait, just to be clear, Je— the person accompanying Jess is named Jeff?"
261,Live Boston Stunt Spectacular,Griffin, No.
262,Live Boston Stunt Spectacular,Justin, Okay.
263,Live Boston Stunt Spectacular,Griffin, It’s cool.
264,Live Boston Stunt Spectacular,Justin, Derek.
265,Live Boston Stunt Spectacular,Griffin," You haven’t asked his name yet, which is sort of a fun running theme."
266,Live Boston Stunt Spectacular,Justin," Yeah, lemme try. [audience laugh]"
267,Live Boston Stunt Spectacular,Griffin," He clears his throat to kinda like make his presence known and, looks at his watch."
268,Live Boston Stunt Spectacular,Justin, Oh.
269,Live Boston Stunt Spectacular,Taako," Hey, what’s your handle, kemosabe? [audience laugh]"
270,Live Boston Stunt Spectacular,Nervous-sounding Man," Uhh, oh, hey there, sorry, I’m— I’m Merrick, uh, I’m the CEO here, I uh, Jess told me that you guys were coming, and uh, it’s really nice to meet you, but uh, um, I need you to sign this before you go backstage."
271,Live Boston Stunt Spectacular,Griffin, And he hands all three of you clipboards with some stuff on it.
272,Live Boston Stunt Spectacular,Taako," Sure, sure. Uh, how have the ratings been this year?"
273,Live Boston Stunt Spectacular,Merrick," Oh, real good, we’ve got some really um uh really savage events, it’s been really cool—"
274,Live Boston Stunt Spectacular,Taako," Better recently, probably?"
275,Live Boston Stunt Spectacular,Merrick," Yeah, uh, I would say."
276,Live Boston Stunt Spectacular,Merle, You got rid of that damn cooking show for competition.
277,Live Boston Stunt Spectacular,Taako," Yeah, less competition."
278,Live Boston Stunt Spectacular,Merrick," Yeah, about five years ago we had a, a big upswing and it’s been a nice— "
279,Live Boston Stunt Spectacular,Taako," Yeahh, you’re welcome for that."
280,Live Boston Stunt Spectacular,Merrick," Yeah, sign this for me? [audience laugh] Your standard talent release, NDA, merchandising, licensing deal, [unintelligible]"
281,Live Boston Stunt Spectacular,Magnus," Whoa, whoa, whoa. I don’t comfortably give up merchandising. "
282,Live Boston Stunt Spectacular,Travis, [beat] That’s a weird thing that you’ll all learn about Magnus in the NEXT story arc.
