,episode,speaker,lines
23,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Right, yes. So we’re a part of the MaxFun network and the network is supported by donors like you, hopefully, where we ask you, during the MaxFun Drive, if you enjoy our show, think about supporting us. You can go to MaximumFun.org/donate, find out about the different membership levels and the gifts you will receive if you donate at them— we’re going to talk a lot more about them. Just to let you know, though, $5 a month that’ll get you all the bonus content that every show on the network has ever done, and that includes an episode we did this year that Justin ran called The Adventure Zone Elementary. In which we played a game called “Four Sherlock Holmes and a Vampire (Who Is Also One of the Aforementioned Sherlock Holmes)”— it was very fun, and we’ve gotten a lot of very sweet tweets, sweet little— sweetie tweeties, about it. And we appreciate it."
24,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," [overlapping] I don’t think I got enough credit, and this was Dad’s idea… I don’t think I got enough credit for continuing our naming scheme."
25,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, Yes.
26,The The Adventure Zone Zone: Experiments Post-Mortem,Travis, That’s absolutely brilliant.
27,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, That was Dad’s idea. I shouldn’t take—
28,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," I also want to say along with that, there’s also— that you can hear The Adventure Zone Knights, which is a steampunk one that I created, including special guest Lin-Manuel Miranda playing D&D for the first time ever."
29,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, It was very good.
30,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," And it was probably the last, wasn’t it— the last— "
31,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," And probably the last, yes."
32,The The Adventure Zone Zone: Experiments Post-Mortem,{3,48 - Q1 Live Shows}
33,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," You can check that out at MaximumFun.org/donate, go now if you’re interested in hearing that stuff. Don’t wait, because it’s so easy to forget it. And the MaxFun Drive only goes two weeks. We’re going to talk more about it, but first, let’s see, let’s start with the questions. This question is probably for Griffin, but maybe for all of us “Will Tres Horny Boys still be the focus of live shows moving forward, or will live shows start featuring Amnesty?” And that’s from Brian."
34,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," I think, I think we may get to a point where it would be cool to do an Amnesty show. But everything we’ve talked about since we wrapped up Balance is that we would continue doing, you know, the Balance crew for the live shows. So, um, we want to have— "
35,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," I think it would be hard for us to— I— the only time I see it, maybe, is like, after Amnesty is complete, maybe wanting to return to it for like a one-off, but honestly, I love the Balance world, and I love those characters, and it— honestly, I would be too sad if I thought we weren’t going to go back to that."
36,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Yeah, for sure. This is, it’s a way of us, for us to keep carrying the torch while also sort of moving on to new things. Because I think of the live shows, and the episodes that come out of that, as weirdly like their own… thing. And so that’s how I justify it."
37,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," [crosstalk] Well, that’s the thing. With Balance, because the story is completed, it’s so much easier to do one-offs without having to worry about character development or plot development or anything. Whereas if we try to do a live show, like, in the middle of a live— of an arc that’s still going— you know, it’s not as— it’s easy to do semi-canonical one-offs with, you know, Bureau of Balance, right. But we can’t really do that with an arc we’re still establishing."
38,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," Could we do two acts? Could we do, like, Balance in the first act, and Amnesty in the second act?"
39,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Yeah, sure, let’s just double up the fuckin’ work."
40,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," The problem with that is really Griffin, he’s the rate limiting factor on that."
41,The The Adventure Zone Zone: Experiments Post-Mortem,[Others scoff],
42,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, I know.
43,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," Well, I’ve already got my— I’ve got my Ned cosplay all ready!"
44,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Listen, every night before I go to bed, I do my stretches to try to grow two extra lobes onto my brain. Two extra Lisa Loebs right on my brain. But no luck so far."
45,The The Adventure Zone Zone: Experiments Post-Mortem,{6,05 - Q2 and 3 Space Game? and Cliffhangers}
46,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," “Were you guys considering a space-type game? If so, what would the game have been called, and why didn’t it happen? Or do I have something to impatiently wait for?” That’s from Alex."
47,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," Yeah, this is a— we got this question a lot, because in our artwork, we did include a section that looks like spaceships."
48,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Well, it looks like spaceships because it is spaceships. I had an idea for a space campaign that I wanted to do, that I’ve had for years, that I was thinking we were going to get to, doing these experimental— during the experimental arc phase. But— and maybe this is, like, a good time to talk about this— it’s been eight months since we wrapped up Balance. And the reason we’re kind of jumping into season two and Amnesty now is just like, we all feel this sort of— I don’t know what the right word is here— maybe “anxiety”—  about, just we’re ready for— we’re ready to do Season 2, we miss— "
49,The The Adventure Zone Zone: Experiments Post-Mortem,Travis, Anticipation. [crosstalk]
50,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, Anticipation.
51,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," It’s not anxiety, ‘cause— "
52,The The Adventure Zone Zone: Experiments Post-Mortem,Clint, There’s a void! There’s a void— 
53,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Anticipation looks a lot like anxiety up in this old brain, but yeah, it— doing the experimental arcs has been really cool and we learned so much and we’ve— I’m really happy with the stuff that we did, but there is something about expanding a world and knowing that you have, like, a long runway in front of you to expand a world that we’ve missed. So we’ve been ready to do it. So it just wasn’t right, but, yeah, I still have this idea for a space game… um… and… "
54,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," If I can jump in and expand to a larger point, because the next question is from Lulu about Dust, and Commitment and we left them on cliffhanger endings, and if we’re ever going to get back to them. Here’s one of the things, like, the biggest takeaway I would say, from the mini-arcs, is when we were doing Balance, we were so focused on it. And that’s how we ended up with three years of it, right? Because it just felt like, we can’t start on anything else til this is done. And now, from doing the mini-arcs, it kind of— was an inadvertent test and an accidental proving ground of like, “Oh, we can work on a lot of different things at once.” So one of the things that we’re kind of looking to do with moving forward, is to have Amnesty be, like, you know, the main story in the main weeks. In what some might call “good Thursdays”— "
55,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Good Thursdays. [Travis Right, but then the—] Which by the way, this is an inadvertent way of addressing another question that comes later that we can answer really quickly, we are going to go back to biweekly, because now, I think, that all of us had a run at being DM, it’s— doing that shit every week is so brutal— it’s so hard."
56,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," Yeah. But now, like, if I’m ready to do another, you know, couple episodes of Dust, we can record those and do them in the off weeks. Or if Dad is ready to do another arc of Commitment, we do ‘em in the off weeks. Or if Justin comes up with something he wants to DM, we can do it in the off weeks. Or if we just find a really funny one-off like we did with the Sherlock Holmes game, we can put it up in the off weeks. "
57,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," I would fucking love to do more one-offs. That was— that’s something we never do, specifically play— all the experimental arcs, I was happy with, but we didn’t really play short-form— games that were designed for short form campaigns. We played like, long-form games, except for Four Sherlock Holmes and a Vampire, and that was fucking really— it was really fun, and it was really funny, and it gave us a lot of freedom to just, like, goof off, I feel like? But also we— there was no tension between us and how we were playing the game. Because the game was designed to be one episode of a podcast. If that makes sense. I would love to do more stuff like that."
58,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," And I do also want to tie it back to the MaxFun Drive, because one of the reasons we’re looking to generate more content is like, we know that it matters to you. Because we’ve seen your support over the last couple years and we know how much this kind of content and how much you look forward to it. So it’s one of the things we’ve been looking at for a while, of, “How do we make it weekly, or how do we generate more content.” And the thing is, is like, when we’re doing the main storyline, we just can’t— we can’t consistently do it weekly, it’s just too much, right? But, now that we have all these other threads to pluck at, we can fill in some of those gaps, generate more content for you, because we know how much that matters to you. And it’s because of your support for things like MaxFun Drive that we know you care about this content enough for us to find opportunities to make more of it."
59,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Call it “content” again, I’m going to [crosstalk] jump out a window."
60,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, It’s really rough.
61,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, It’s so rough.
62,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Which is not to say that we are going to go weekly, or like every off week, we’re going to have some other thing—"
63,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, Hell no.
64,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," There’s no way we would be— this will be very very very sporadic. But this is, this is just a way for us to, we loved these worlds so much, as we do want to return to them, and this is kind of what we’re thinking— "
65,The The Adventure Zone Zone: Experiments Post-Mortem,{11,09 - Commitment and Fate}
66,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," I tell you, I want to talk— now that we’ve played all the experimental arcs, and this isn’t an actual question but I wanted to discuss it real quick I want to talk about Commitment, because Commitment was really interesting to me in that— Commitment was probably the character that I thought the most about, because we had the most down time in between, and it’s the character that I was really… like, I was very excited about Irene and Kardala. I actually think an interesting thing with Commitment is that I think the world and the characters were all super cool— I’m not sure that game— I’m not sure Fate necessarily lends itself to what we do. And I only realized that after playing the other games, and it’s an interesting phenomenon, in that… Fate seems very well-designed for storytelling, but I think that it is— it creates a sort of collaborative storytelling that is more interesting to the people playing it than it would be to people, necessarily, listening to it. [Others agreeing] Dad, did you, like, think that’s a fair take— "
67,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," Yeah. Yeah, I went with Fate because it, when I came across it, it— that was what appealed to me about it, was— the storytelling angle of it, and the collaborative— it felt very theatrical to me. And it was about the storytelling, and about character development. But at the same time, it did have mechanism for conflict, and if you’re going to do a superhero story, there has to be battle. There has to be an element of… battle involved in that. I think that’s just, you know, part of the whole story. So yeah, I would love to bring back Commitment and pursue the storylines and the plotlines, but I might look for a game that lends itself, you know, more towards that kind of format. Because it wasn’t a typical Jack Kirby, you know, every two pages somebody’s in a fist fight kind of deal… but it, that is— it does need to have that mechanism, though."
68,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, That’s not to say that it’s a bad game— 
69,The The Adventure Zone Zone: Experiments Post-Mortem,[crosstalk, “No!” “Not at all”]
70,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," I think it’s a very cool game, it’s just, the same way that we probably couldn’t have done Fourth Edition Dungeons & Dragons, for Balance, right, because that was much more about how your characters are in physical space as compared to Fifth Edition, which was much more just talking over a table, like… certain games don’t really fit what we do, and like, tracking aspects and running the— "
71,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Tracking aspects was the big thing. I think that is so perfect for having no cards in front of you, and if somebody actually designed— like I think someone would actually need to design software specifically to handle that remotely where everybody’s looking at the same cards and stuff— [crosstalk] tracking it in chat."
72,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," But then even if— even if we can see it, the audience… that’s a lot to ask them to remember. [crosstalk chorus of agreement]"
73,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," Right, that’s the thing, is, I feel like one of the things, one of the big learning experiences from doing the mini-arcs was like, “What is the mix at which Adventure Zone works best,” right? Because there are a lot of actual play podcasts that I absolutely love, but I don’t really consider Adventure Zone a pure actual play podcast, because I don’t feel like— I don’t feel like you could listen to Adventure Zone and come away understanding exactly how to play the game. Like that was one of the things with Dust that I really liked about Urban Shadows, is it was such a loose rule structure that I think maybe like 25 percent of each episode was actually about gameplay. [crosstalk]"
74,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, Twenty-five percent would actually be a good reflection of my current understanding of the rules of Urban Shadows.
75,The The Adventure Zone Zone: Experiments Post-Mortem,{14,57 - Q4 Actual Play Vs Narrative}
76,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," So this is a good opportunity to talk about, you talked about sort of how we balance, no pun intended, between, like, different— different sort of goals, as we’re doing the show. And we got sort of two different questions here that we can sort of address this at— Rob asked, and this is something that was got from a lot of folks in a lot of different iterations “A lot of discussion on popular TAZ internet forums lately have been focused around the actual play component of TAZ and whether or not that has or should take a backseat to the more narrative-driven aspects of the show. The “arms outstretched” moment of Balance that were [sic] born out of crazy dice rolls, or the surprise spellcasting like Phantom Steed, are the reason a lot of us listen. Will Monster of the Week deliver on the actual play aspects the same way D&D did? Any insights to this would be super rad.” "
77,The The Adventure Zone Zone: Experiments Post-Mortem,"And what I think is so interesting about this question… it’s all, I think, like a matter of… perspective? Because those two examples that you listed— and I know there’s a lot of people who were put off when we switched off D&D, and when we announced that Season 2 would not be in D&D, even though that’s something that I feel like we’ve been pretty up front with, since Balance wrapped up… both “arms outstretched” and Phantom Steed do… in some ways, sort of like, those are sort of things that happened kind of because of the rules of D&D that we were playing, but they are also two big examples of us explicitly saying “fuck the rules.” ",
78,The The Adventure Zone Zone: Experiments Post-Mortem,"Phantom Steed, like if you want to look at it literally, like, that’s a spell, you have to, like, I don’t know, channel for a minute. It’s not designed to create a magic binicorn that— first of all it’s not supposed to create a unicorn at all, right, it’s supposed to create a horse, but whatever. But it’s not designed to catch somebody out of the air as they’re falling off of a moving race car? And “arms outstretched” was literally three back-to-back-to-back examples of things that, like, completely break the rules of D&D. Having a magic item that instantly rips the soul out of somebody’s body is not, like, in the Player’s Handbook, and having Soul Jar cast you into this astral plane where you can fly around and grab people as they’re being sucked into a hell— death dimension, and then— Dad’s spell, I forget what it was, but that wasn’t how that fucking worked even a little bit. ",
79,The The Adventure Zone Zone: Experiments Post-Mortem,Clint, It never was!
80,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Not even a little bit! And so like, there are things that people bring up, and when I think about things like Phantom Steed, and that’s one that we get a lot, is like, “I’m worried stuff like that’s not gonna happen in Monster of the Week,” like… stuff like that also shouldn’t happen in Dungeons & Dragons! [crosstalk] If we’re following the rules…"
81,The The Adventure Zone Zone: Experiments Post-Mortem,Travis, Don’t you worry about that!
82,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Listen, I think that you can also chalk this up to the experimental arcs, in that we had— there are two things that I think have been sort of missing from what people would classically think is the Adventure Zone, that I believe we’ll be able to do better in Amnesty, in like— and that is, more dice rolls, and letting mechanics dictate some plotting. And also, like, more goofy shit? Because we each had— not me, but— I think everybody had stories that they wanted to get through, and we had a pace that we wanted to work through, with these stories, and I think that because of that, we were moving at, like, we tend to a lot more stuff in exposition and storytelling and dialogue versus leaning on the rules. "
83,The The Adventure Zone Zone: Experiments Post-Mortem,"I think that also betrays a lack of confidence in those rules and those mechanics. And having an idea of how they work. Like, you gotta understand y’all, we’re pretty good at bullshitting, we’ve been doing for a long time, we’re not necessarily great at playing these games because we’ve never played them before. And trying to like, learn a game, while you create a story, while you improv, all the lines and the dialogue, and also try to make it, like, entertaining… is really fucking hard. And I think that like—",
84,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Especially during introductory things, like all these mini-arcs were. This was the case in Balance, you go back and listen to the first couple episodes of literally every arc, and especially later on, it is mostly exposition. Because in order to, like, create this space where y’all can find your own solutions to stuff, and sort of explore your thing, it does entail… especially, fucking Eleventh Hour? That is a lot of hand-holding to get you guys into this kind of complicated scenario of a town where things reset every hour, and “Here’s what you need to know about that, okay, now we can do it.” And that felt like how all these mini-arcs are. And now that we’re kind of moving into Season 2, it feels like we’re going to have a lot more room to play around."
85,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," And I think Dust, I think Travis had to deal with that even more, in Dust, because you’re doing a murder mystery. You’re doing something that is basically here’s some clues! [crosstalk agreement] So you can figure it out! And there’s— there’s a lot on there. I know when, in Commitment— you have certain things you— you know where the story is going. I did not have an ending. I honest to God did not have an ending planned."
86,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, You mean you didn’t expect us to fly through the air on a helicopter eating strombolis as we take a bad guy to the White House? [Laughing] That was the best fucking ending to any story ever.
87,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," I have an imagination, but it’s not quite like that. I did not know how the story was going to end, and so, you know— for me, I don’t know about the rest of you guys, but for me, the toughest thing was pacing. [crosstalk agreement]"
88,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," That’s true for everything, yeah."
89,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," A lot of people pointed out that like, Dust really felt like it ended fairly suddenly, and it could’ve gone another episode, but here’s the thing I had written down, I have like a hundred pages of shit that I wrote for Dust, but I’d written down, here’s all the information that will lead them to this, right? And then suddenly it was done. And I didn’t want to have an episode where it’s just, like, “I don’t know!” —Right, because that’s not good pacing. And the other thing is, when you’re writing a mystery, is like yeah, if they go to here, and talk to this person, it will all be figured out. And that wasn’t happening. You know what I mean? And so… it was one of those things a lot of people asked about, like, the Banshee just straight up saying like, “Don’t trust Conners”— "
90,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," “Here’s who the killer is,” yeah. "
91,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," But it was like, I expected them to have a lot more conversations with Conners leading up to that. Right? And it just— it never happened, and I can’t as the DM, say, “Well maybe should go… check in with Conners some more…” It’s fucking hard to DM a mystery! "
92,The The Adventure Zone Zone: Experiments Post-Mortem,{21,45 - Q5 Mini-arc Reception}
93,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," I want to— we’re going to pick up the pace on questions. I’m just going to hit you guys with some. I’m going to wrest control from you. This question is for each of you, it’s from Laura. That last one— the question’s for each of you, and I would like to know, “What has surprised you most about the response to these mini-arcs?” And that’s from Laura."
94,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," I will just say, for Dust, I was sure that because it was, like, someone’s been murdered and somebody’s life is on the line, that it would— I was worried that it was going to be too serious and dark. And I think that it did skew that way a little bit, but overall, everybody was talking about the funny parts of it. And I do think that it has to do with, like, when you have a more serious story, I think the funny moments stand out a lot more."
95,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Yeah, especially when we did the setup episode, we saw a lot of people saying like, “Why the fuck are they trying to make it serious? Like, this is a comedy show.” But in my opinion, the— your, y’all’s vamping on my throwing the gun at the bell— that was fucking hysterical to me, and— this is, we have another question that we can answer, in a few seconds, of somebody talking about this, like— and this, we got this a lot, of just like, balancing… is it a comedy show now? It’s getting more dramatic… and I really… and this is maybe me getting defensive, but like, I don’t think they’re mutually exclusive. "
96,The The Adventure Zone Zone: Experiments Post-Mortem,"The show has certainly gotten more dramatic and I’ve felt this since we’ve been doing the adaptation of Here There Be Gerblins, where there weren’t any, other than Phandalin’s destruction, and then you guys immediately going right back to, like, goofy goof goof goof, despite the fact that this horrible horrible thing had just happened— there weren’t that many dramatic beats, and I feel like adding those to the show has really made it something cool, and I think a lot more people have kind of found the show because of those things. But I don’t think that means that we can’t do funny shit anymore. And I don’t necessarily think that’s— ",
97,The The Adventure Zone Zone: Experiments Post-Mortem,Justin, I do. 
98,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," —true of the arcs. Oh, okay."
99,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Sorry. I meant to tell you guys, it’s all— I don’t know, man, it’s salt and pepper, baby. It’s salt and pepper. You gotta have them both. You got both those flavors, they highlight and balance each other. Dad, what has surprised you most about the response to the mini-arcs?"
100,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," Gosh. I have loved how people have embraced the characters. I knew they would, but— "
101,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," Whoa, Mr. Confident over here."
102,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," Well, I mean, I knew that, because, I think, one of the things that you guys bring to it is… is creating very compelling characters…"
103,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," You too, Daddy! You also brang it!"
104,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," I was basically thinking about Commitment— I loved the fact that Griffin got to be a character. I thought that was pretty cool. And just, everybody’s response was just, was so… so great, because—"
105,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Now, not everybody. Now you say everybody— words have meanings."
106,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," No, stop. My contradicting thing is, we had a lot of people who were very vocal about how we were following the rules or not following the rules of D&D, and I really don’t think we got any of that, literally none of that, when we were doing these arcs. And I was genuinely worried about that, because we were trying to learn and play a bunch of different games, and I think folks were like, way cooler about how we played these games than I expected. And I really appreciate it."
107,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," I will also just say, like— talking about the learning experience of the arcs, I think, as Justin pointed out going into Commitment, we had all this time to work on our characters. And so I think when we started Commitment, we were— it was almost like a rebound relationship, right, after Balance, where we wanted to start at the same point we were, you know, when we finished Balance. We wanted to start with everybody knowing everything about our characters? And so I remember in the setup episode, like, and this person did— and they went to school here— and they learned this— and this is the relationship they have with their parents— and like, it was, we were really trying to start off— "
108,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," We did too much. We did too much setup in Commitment. I think by the time we, even by the time we got to Amnesty, because this is another question we got, of, because, this is something we talked about in the last The The Adventure Zone Zone we did at Podcon, of just making characters but leaving gaps… I, as somebody who is like, who after we finished Amnesty— and by the way, it has been so good to have this huge break between the first chunk of Amnesty and where we are now, because y’all gave me, like, so much shit to work with, with the characters that you made, and the enormous, enormous narrative gaps— teasing out, like, Ned inherited the Cryptonomica, and was a criminal who, something went south, and now is living on the lam— and it’s like, well, that’s so much shit for me to work with. And Duck having this history of him walking away from his destiny but not really dialing into what that was, or what that meant, and Aubrey having these magic powers that we haven’t expl— like, that is so much shit to work on, and so I don’t think we went as hard in Amnesty as we definitely all did in Commitment, where it was like, “Well, their favorite food is spaghetti…”"
109,The The Adventure Zone Zone: Experiments Post-Mortem,{26,52 - Favorite Characters}
110,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Alright, you guys, you’re gonna have to— "
111,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Wait, real quick— before we do that— because this is associated. I want to know everybody’s favorite character that you played in the mini-arcs."
112,The The Adventure Zone Zone: Experiments Post-Mortem,Travis, Huh. 
113,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," Mine was Errol, with a bullet, man. I really liked [crosstalk]"
114,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," I think mine is Aubrey. Honestly, it’s… I just, I love wizards and stuff… and I also, when I was thinking about Aubrey, based her off of some of my favorite people in the world, like, some of my best friends, and so that’s super fun for me. But it also is like… I like how much I don’t know about her, when we started, and like… it was very interesting because like the first time I spoke as Aubrey, I didn’t know what the voice was going to be, and then I started talking, and the voice has informed so much about her to me? It’s just really interesting, it’s fun."
115,The The Adventure Zone Zone: Experiments Post-Mortem,Justin," Yeah, my… Kardala, I think was probably the best character because it’s one I worked on the hardest, but it was also the scariest to do because it was way out of my lane, and I was trying to work with a lot of stuff that I took very seriously and didn’t want to fuck up. So that was very hard, but I think Kardala came out the best. Augustus was probably the most fun to play, but I choked with Augustus. I really wanted to make a character that wasn’t a good person, wasn’t a bad guy, and once I started talking, that fucking Savannah accent, I couldn’t not make him, like, a charming dude. And I really fucked that up. Like, I really did want to be… I had intent of being a worse person. I really did. It was like, it just, I messed it up. And I still regret that. If we return to Dust, maybe I’ll try to make him more of a scumbag. I don’t know."
116,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin, Dad. Ned?
117,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," I loved playing Ned. I love Ned to pieces. I just had the best time. I liked his personality. And like Travis, and I think Griffin, for Commitment, and for Dust, I did a lot of— I had a big backstory for him that I didn’t use, that I still think will still apply, and really pumped up about it."
118,The The Adventure Zone Zone: Experiments Post-Mortem,Griffin," And that is something that we didn’t do until like, fucking, Stolen Century— or, no, I didn’t get into y’all’s backstories in Balance until the… going inside the Chalice episode of Balance. Which was fucking 50 episodes in. And so, having the opportunity— and that’s why I was excited to start over knowing what we know now."
119,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," I want to say one thing. About the characters, and stuff. The… what people don’t understand is, like, what Justin’s talking about… it’s really tough to play a character with those negative aspects. I mean, it was— it was tough for Travis, Travis may not admit it, but it was tough for him to play Nadiya, in the fact that she had to be aloof, and she had to be, you know, kind of standoffish— "
120,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," Yes, because I like playing with y’all, so it was really hard to be a jerk, you know. "
121,The The Adventure Zone Zone: Experiments Post-Mortem,Clint," It’s really tough to play a character like that. Because I had— I really thought about that with Gandy, you know, but it just doesn’t work— "
122,The The Adventure Zone Zone: Experiments Post-Mortem,Travis," That was all of Dust, like, people have commented on, “I thought Travis said it was going to be all tense and no one was going to like each other”… and it’s like, yeah, but then we got, you know, a good example of this is like— [crosstalk]"
